#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_amersham;Amersham;Amersham;Amersham;;Amersham;;;;;;;;;x
b_andenne;Andenne;Andenne;Andenne;;Andenne;;;;;;;;;x
b_aoudagast;Aoudagast;Aoudagast;Aoudagast;;;;;;;;;;;x
b_aoudagast_adj;Aoudagasti;Aoudagastois;Aoudagastisch;;;;;;;;;;;x
b_apricale;Apricale;Apricale;Apricale;;Apricale;;;;;;;;;x
b_araouane;Araouani;Araouani;Araouani;;;;;;;;;;;x
b_araouane_adj;Araouani;Araouani;Araouanisch;;;;;;;;;;;x
b_arbog;Árborg;Árborg;Árborg;;Árborg;;;;;;;;;x
b_arborea;Arborea;Arborea;Arborea;;Arborea;;;;;;;;;x
b_arcola;Arcola;Arcola;Arcola;;Arcola;;;;;;;;;x
b_arenzano;Arenzano;Arenzano;Arenzano;;Arenzano;;;;;;;;;x
b_ascolipiceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;;Ascoli Piceno;;;;;;;;;x
b_aspet;Aspet;Aspet;Aspet;;Aspet;;;;;;;;;x
b_assesse;Assesse;Assesse;Assesse;;Assesse;;;;;;;;;x
b_aulne;Aulne;Aulne;Aulne;;Aulne;;;;;;;;;x
b_aurigny;Aurigny;Aurigny;Aurigny;;Aurigny;;;;;;;;;x
b_authon;Authon;Authon;Authon;;Authon;;;;;;;;;x
b_babara;Babara;Babara;Babara;;;;;;;;;;;x
b_babara_adj;Babaran;Babarais;Babaranisch;;;;;;;;;;;x
b_bafoulable;Bafoulable;Bafoulable;Bafoulable;;;;;;;;;;;x
b_bafoulable_adj;Bafoulabli;Bafoulablais;Bafoulablisch;;;;;;;;;;;x
b_bagnere;Bagnère de Bigorre;Bagnère de Bigorre;Bagnère de Bigorre;;Bagnère de Bigorre;;;;;;;;;x
b_bakel;Bakel;Bakel;Bakel;;;;;;;;;;;x
b_bakel_adj;Bakeli;Bakelois;Bakelisch;;;;;;;;;;;x
b_balleroy;Balleroy;Balleroy;Balleroy;;Balleroy;;;;;;;;;x
b_bamako;Bamako;Bamako;Bamako;;;;;;;;;;;x
b_bamako_adj;Bamako;Bamakois;Bamakisch;;;;;;;;;;;x
b_bambey;Bambey;Bambey;Bambey;;;;;;;;;;;x
b_bambey_adj;Bambeyan;Bambeyan;Bambeyanisch;;;;;;;;;;;x
b_bangassi;Bangassi;Bangassi;Bangassi;;;;;;;;;;;x
b_bangassi_adj;Bangassan;Bangassien;Bangassisch;;;;;;;;;;;x
b_banjul;Banjul;Banjul;Banjul;;;;;;;;;;;x
b_banjul_adj;Banjuli;Banjuli;Banjulisch;;;;;;;;;;;x
b_bardewik;Bardewik;Bardewik;Bardewik;;Bardewik;;;;;;;;;x
b_bardewik_adj;Bardewikian;Bardewikian;Bardewikian;;Bardewikian;;;;;;;;;x
b_bardouga;Bardouga;Bardouga;Bardouga;;;;;;;;;;;x
b_bardouga_adj;Bardougan;Bardougais;Bardouganisch;;;;;;;;;;;x
b_barisardo;Bari Sardo;Bari Sardo;Bari Sardo;;Bari Sardo;;;;;;;;;x
b_barney;Barney;Barney;Barney;;Barney;;;;;;;;;x
b_beaconsfield;Beaconsfield;Beaconsfield;Beaconsfield;;Beaconsfield;;;;;;;;;x
b_begard;Begard;Begard;Begard;;Begard;;;;;;;;;x
b_belleek;Belleek;Belleek;Belleek;;Belleek;;;;;;;;;x
b_benincasa;Benincasa;Benincasa;Benincasa;;Benincasa;;;;;;;;;x
b_benincasa_adj;Benincasan;Benincasan;Benincasan;;Benincasan;;;;;;;;;x
b_beroullia;Beroullia;Beroullia;Beroullia;;Beroullia;;;;;;;;;x
b_bindogoso;Bindogoso;Bindogoso;Bindogoso;;;;;;;;;;;x
b_bindogoso_adj;Bindogoso;Bindogosois;Bindogosisch;;;;;;;;;;;x
b_birr;Birr;Birr;Birr;;Birr;;;;;;;;;x
b_bir_anzarane;Bir Anzarane;Bir Anzarane;Bir Anzarane;;;;;;;;;;;x
b_bir_anzarane_adj;Bir Anzarane;Bir Anzarane;Bir Anzaranisch;;;;;;;;;;;x
b_bolgatanga;Bolgatanga;Bolgatanga;Bolgatanga;;;;;;;;;;;x
b_bolgatanga_adj;Bolgatangan;Bolgatangais;Bolgatanganisch;;;;;;;;;;;x
b_bolungarvik;Bolungarvik;Bolungarvik;Bolungarvik;;Bolungarvik;;;;;;;;;x
b_borculo;Borculo;Borculo;Borculo;;Borculo;;;;;;;;;x
b_borth;Borth;Borth;Borth;;Borth;;;;;;;;;x
b_boujdour;Boujdour;Boujdour;Boujdour;;;;;;;;;;;x
b_boujdour_adj;Boujdouri;Boujdourois;Boujdourisch;;;;;;;;;;;x
b_boukra;Boukra;Boukra;Boukra;;;;;;;;;;;x
b_boukra_adj;Boukran;Boukrais;Boukranisch;;;;;;;;;;;x
b_boumdeit;Boumdeit;Boumdeit;Boumdeit;;Boumdeit;;;;;;;;;x
b_brac;Brac;Brac;Brac;;Brac;;;;;;;;;x
b_bracknell;Bracknell;Bracknell;Bracknell;;Bracknell;;;;;;;;;x
b_bredevoort;Bredevoort;Bredevoort;Bredevoort;;Bredevoort;;;;;;;;;x
b_bretoncelle;Bretoncelle;Bretoncelle;Bretoncelle;;Bretoncelle;;;;;;;;;x
b_brignole;Brignole;Brignole;Brignole;;Brignole;;;;;;;;;x
b_brikama;Brikama;Brikama;Brikama;;;;;;;;;;;x
b_brikama_adj;Brikaman;Brikamais;Brikamanisch;;;;;;;;;;;x
b_brora;Brora;Brora;Brora;;Brora;;;;;;;;;x
b_brora_adj;Broran;Broran;Broran;;Broran;;;;;;;;;x
b_bure;Bure;Bure;Bure;;;;;;;;;;;x
b_bure_adj;Burean;Burois;Bureanisch;;;;;;;;;;;x
b_bussoleno;Bussoleno;Bussoleno;Bussoleno;;Bussoleno;;;;;;;;;x
b_cabra;Cabra;Cabra;Cabra;;Cabra;;;;;;;;;x
b_caetani;Caetani;Caetani;Caetani;;Caetani;;;;;;;;;x
b_caetani_adj;Caetanian;Caetanian;Caetanian;;Caetanian;;;;;;;;;x
b_caloiri;Caloiri;Caloiri;Caloiri;;Caloiri;;;;;;;;;x
b_caloiri_adj;Caloirian;Caloirian;Caloirian;;Caloirian;;;;;;;;;x
b_camera;Camera;Camera;Camera;;Camera;;;;;;;;;x
b_camrose;Camrose;Camrose;Camrose;;Camrose;;;;;;;;;x
b_candiano;Candiano;Candiano;Candiano;;Candiano;;;;;;;;;x
b_candiano_adj;Candianor;Candianor;Candianor;;Candianor;;;;;;;;;x
b_capoliveri;Capoliveri;Capoliveri;Capoliveri;;Capoliveri;;;;;;;;;x
b_caprie;Caprie;Caprie;Caprie;;Caprie;;;;;;;;;x
b_capuano;Capuano;Capuano;Capuano;;Capuano;;;;;;;;;x
b_casasco;Casasco;Casasco;Casasco;;Casasco;;;;;;;;;x
b_castelforte;Castel Forte;Castel Forte;Castel Forte;;Castel Forte;;;;;;;;;x
b_castelnuovo;Castelnuovo;Castelnuovo;Castelnuovo;;Castelnuovo;;;;;;;;;x
b_castleblayney;Castleblayney;Castleblayney;Castleblayney;;Castleblayney;;;;;;;;;x
b_castlegregory;Castelgregory;Castelgregory;Castelgregory;;Castelgregory;;;;;;;;;x
b_cauterets;Cauterets;Cauterets;Cauterets;;Cauterets;;;;;;;;;x
b_cerise;Cerise;Cerise;Cerise;;Cerise;;;;;;;;;x
b_ceton;Ceton;Ceton;Ceton;;Ceton;;;;;;;;;x
b_chateaudoleron;Château-d'Oléron;Château-d'Oléron;Château-d'Oléron;;Château-d'Oléron;;;;;;;;;x
b_chiny;Chiny;Chiny;Chiny;;Chiny;;;;;;;;;x
b_civitanova;Civitanova;Civitanova;Civitanova;;Civitanova;;;;;;;;;x
b_clervaux;Clervaux;Clervaux;Clervaux;;Clervaux;;;;;;;;;x
b_coevorden;Coevorden;Coevorden;Coevorden;;Coevorden;;;;;;;;;x
b_colombo;Colombo;Colombo;Colombo;;Colombo;;;;;;;;;x
b_comminges;Comminges;Comminges;Comminges;;Comminges;;;;;;;;;x
b_conca;Conca;Conca;Conca;;Conca;;;;;;;;;x
b_coniulo;Coniulo;Coniulo;Coniulo;;Coniulo;;;;;;;;;x
b_contarini;Contarini;Contarini;Contarini;;Contarini;;;;;;;;;x
b_contarini_adj;Contarinian;Contarinian;Contarinian;;Contarinian;;;;;;;;;x
b_coolboy;Coolboy;Coolboy;Coolboy;;Coolboy;;;;;;;;;x
b_cootehill;Cootehill;Cootehill;Cootehill;;Cootehill;;;;;;;;;x
b_costigliole;Costigliole;Costigliole;Costigliole;;Costigliole;;;;;;;;;x
b_couserans;Couserans;Couserans;Couserans;;Couserans;;;;;;;;;x
b_craigavon;Craigavon;Craigavon;Craigavon;;Craigavon;;;;;;;;;x
b_crecy;Crécy;Crécy;Crécy;;Crécy;;;;;;;;;x
b_creully;Creully;Creully;Creully;;Creully;;;;;;;;;x
b_cromarty;Cromarty;Cromarty;Cromarty;;Cromarty;;;;;;;;;x
b_cromarty_adj;Cromartic;Cromartic;Cromartic;;Cromartic;;;;;;;;;x
b_croom;Croom;Croom;Croom;;Croom;;;;;;;;;x
b_crowthorne;Crowthorne;Crowthorne;Crowthorne;;Crowthorne;;;;;;;;;x
b_crug_eryr;Crug Eryr;Crug Eryr;Crug Eryr;;Crug Eryr;;;;;;;;;x
b_culloden;Culloden;Culloden;Culloden;;Culloden;;;;;;;;;x
b_culloden_;Culloden;Culloden;Culloden;;Culloden;;;;;;;;;x
b_cynwyd;Cynwyd;Cynwyd;Cynwyd;;Cynwyd;;;;;;;;;x
b_dafra;Dafra;Dafra;Dafra;;;;;;;;;;;x
b_dafra_adj;Dafran;Dafrais;Dafranisch;;;;;;;;;;;x
b_daingean;Daingean;Daingean;Daingean;;Daingean;;;;;;;;;x
b_dalen;Dalen;Dalen;Dalen;;Dalen;;;;;;;;;x
b_damigny;Damigny;Damigny;Damigny;;Damigny;;;;;;;;;x
b_dandolo;Dandolo;Dandolo;Dandolo;;Dandolo;;;;;;;;;x
b_dandolo_adj;Dandolor;Dandolor;Dandolor;;Dandolor;;;;;;;;;x
b_dalneigh;Dalneigh;Dalneigh;Dalneigh;;Dalneigh;;;;;;;;;x
b_dalneigh_adj;Dalneigh;Dalneigh;Dalneigh;;Dalneigh;;;;;;;;;x
b_dappiano;Dappiano;Dappiano;Dappiano;;Dappiano;;;;;;;;;x
b_dappiano_adj;Dappianon;Dappianon;Dappianon;;Dappianon;;;;;;;;;x
b_della_gherardesca;Della-Gherardesca;Della-Gherardesca;Della-Gherardesca;;Della-Gherardesca;;;;;;;;;x
b_della_gherardesca_adj;Della-Gherardescan;Della-Gherardescan;Della-Gherardescan;;Della-Gherardescan;;;;;;;;;x
b_detonti;de Tonti;de Tonti;de Tonti;;de Tonti;;;;;;;;;x
b_devio;de Vio;de Vio;de Vio;;de Vio;;;;;;;;;x
b_diabougou;Diabougou;Diabougou;Diabougou;;;;;;;;;;;x
b_diabougou_adj;Diabougou;Diabougoulois;Diabougisch;;;;;;;;;;;x
b_dianke;Dianke;Dianke;Dianke;;;;;;;;;;;x
b_dianke_adj;Dianke;Diankais;Diankisch;;;;;;;;;;;x
b_digaeta;di Gaeta;di Gaeta;di Gaeta;;di Gaeta;;;;;;;;;x
b_dinant;Dinant;Dinant;Dinant;;Dinant;;;;;;;;;x
b_dinarha;Dinarha;Dinarha;Dinarha;;;;;;;;;;;x
b_dinarha_adj;Dinarhan;Dinarhais;Dinarhanisch;;;;;;;;;;;x
b_dinas_bran;Dinas Bran;Dinas Bran;Dinas Bran;;Dinas Bran;;;;;;;;;x
b_dingle;Dingle;Dingle;Dingle;;Dingle;;;;;;;;;x
b_dinguiraye;Dinguiraye;Dinguiraye;Dinguiraye;;;;;;;;;;;x
b_dinguiraye_adj;Dinguirayian;Dinguirayen;Dinguirayianisch;;;;;;;;;;;x
b_dinoli;di Noli;di Noli;di Noli;;di Noli;;;;;;;;;x
b_diourbel;Diourbel;Diourbel;Diourbel;;;;;;;;;;;x
b_diourbel_adj;Diourbeli;Diourbelite;Diourbelisch;;;;;;;;;;;x
b_djenne;Djenne;Djenne;Djenne;;;;;;;;;;;x
b_djenne_adj;Djenne;Djennois;Djennisch;;;;;;;;;;;x
b_djinguereber;Djinguereber;Djinguereber;Djinguereber;;;;;;;;;;;x
b_djinguereber_adj;Djinguereberi;Djinguereberi;Djinguereberisch;;;;;;;;;;;
b_djoboro;Djoboro;Djoboro;Djoboro;;;;;;;;;;;x
b_djoboro_adj;Djoboro;Djoborois;Djoborisch;;;;;;;;;;;x
b_dobricevic;Dobricevic;Dobricevic;Dobricevic;;Dobricevic;;;;;;;;;x
b_doesburg;Doesburg;Doesburg;Doesburg;;Doesburg;;;;;;;;;x
b_dogona;Dogonan;Dogonan;Dogonan;;;;;;;;;;;x
b_dogona_adj;Dogona;Dogonanais;Dogonisch;;;;;;;;;;;x
b_dolceacqua;Dolce Acqua;Dolce Acqua;Dolce Acqua;;Dolce Acqua;;;;;;;;;x
b_dolusdoleron;Dolus-d'Oléron;Dolus-d'Oléron;Dolus-d'Oléron;;Dolus-d'Oléron;;;;;;;;;x
b_dorgali;Dorgali;Dorgali;Dorgali;;Dorgali;;;;;;;;;x
b_doria;Doria;Doria;Doria;;Doria;;;;;;;;;x
b_doria_adj;Dorian;Dorian;Dorian;;Dorian;;;;;;;;;x
b_drzic;Drzic;Drzic;Drzic;;Drzic;;;;;;;;;x
b_dugiotok;Dugi Otok;Dugi Otok;Dugi Otok;;Dugi Otok;;;;;;;;;x
b_durness;Durness;Durness;Durness;;Durness;;;;;;;;;x
b_durness_adj;Durnessate;Durnessate;Durnessate;;Durnessate;;;;;;;;;x
b_duthus;Duthus;Duthus;Duthus;;Duthus;;;;;;;;;x
b_duthus_adj;Duthusar;Duthusar;Duthusar;;Duthusar;;;;;;;;;x
b_echternach;Echternach;Echternach;Echternach;;Echternach;;;;;;;;;x
b_edgeworthstown;Edgeworthstown;Edgeworthstown;Edgeworthstown;;Edgeworthstown;;;;;;;;;x
b_eindhoven;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;;;x
b_elvas;Elvas;Elvas;Elvas;;Elvas;;;;;;;;;x
b_el_aaiun;El Aaiun;El Aaiun;El Aaiun;;;;;;;;;;;x
b_el_aaiun_adj;El Aaiunic;El Aaiunite;El Aaiunicisch;;;;;;;;;;;x
b_embriaco;Embriaco;Embriaco;Embriaco;;Embriaco;;;;;;;;;x
b_embriaco_adj;Embriacon;Embriacon;Embriacon;;Embriacon;;;;;;;;;x
b_enniskillen;Enniskillen;Enniskillen;Enniskillen;;Enniskillen;;;;;;;;;x
b_esperion;Esperion;Esperion;Esperion;;Esperion;;;;;;;;;x
b_essouk;Essouk;Essouk;Essouk;;;;;;;;;;;x
b_essouk_adj;Essoukian;Essoukanais;Essoukisch;;;;;;;;;;;x
b_eupen;Eupen;Eupen;Eupen;;Eupen;;;;;;;;;x
b_fabriano;Fabriano;Fabriano;Fabriano;;Fabriano;;;;;;;;;x
b_falconara;Falconara;Falconara;Falconara;;Falconara;;;;;;;;;x
b_faliero;Faliero;Faliero;Faliero;;Faliero;;;;;;;;;x
b_faliero_adj;Falieron;Falieron;Falieron;;Falieron;;;;;;;;;x
b_farnworth;Farnworth;Farnworth;Farnworth;;Farnworth;;;;;;;;;x
b_fexhe;Fexhe;Fexhe;Fexhe;;Fexhe;;;;;;;;;x
b_fieschi;Fieschi;Fieschi;Fieschi;;Fieschi;;;;;;;;;x
b_fieschi_adj;Fieschian;Fieschian;Fieschian;;Fieschian;;;;;;;;;x
b_finale;Finale;Finale;Finale;;Finale;;;;;;;;;x
b_formia;Formia;Formia;Formia;;Formia;;;;;;;;;x
b_forth;Forth;Forth;Forth;;Forth;;;;;;;;;x
b_foschi;Foschi;Foschi;Foschi;;Foschi;;;;;;;;;x
b_foynes;Foynes;Foynes;Foynes;;Foynes;;;;;;;;;x
b_gadei;Gadei;Gadei;Gadei;;;;;;;;;;;x
b_gadei_adj;Gadei;Gadeien;Gadeisch;;;;;;;;;;;x
b_gaer_penrhos;Gaer Penrhos;Gaer Penrhos;Gaer Penrhos;;Gaer Penrhos;;;;;;;;;x
b_gao;Gao;Gao;Gao;;;;;;;;;;;x
b_gao-saney;Gao-Saney;Gao-Saney;Gao-Saney;;;;;;;;;;;x
b_gao-saney_adj;Gao-Saney;Gao-Saneyen;Gao-Sanisch;;;;;;;;;;;x
b_gao;Gao;Gao;Gao;;;;;;;;;;;x
b_gao_adj;Gaoais;Gaoais;Gaoisch;;;;;;;;;;;x
b_garessio;Garessio;Garessio;Garessio;;Garessio;;;;;;;;;x
b_gesves;Gesves;Gesves;Gesves;;Gesves;;;;;;;;;x
b_gildehusen;Gildehusen;Gildehusen;Gildehusen;;Gildehusen;;;;;;;;;x
b_gildehusen_adj;Gildehusenite;Gildehusenite;Gildehusenite;;Gildehusenite;;;;;;;;;x
b_gioia;Gioia;Gioia;Gioia;;Gioia;;;;;;;;;x
b_giraldi;Giraldi;Giraldi;Giraldi;;Giraldi;;;;;;;;;x
b_glen;Glen;Glen;Glen;;Glen;;;;;;;;;x
b_glenfame;Glenfame;Glenfame;Glenfame;;Glenfame;;;;;;;;;x
b_gorgolainis;Gorgolainis;Gorgolainis;Gorgolainis;;;;;;;;;;;x
b_gorgolainis_adj;Gorgolainian;Gorgolainien;Gorgolainisch;;;;;;;;;;;x
b_goudiry;Goudiry;Goudiry;Goudiry;;;;;;;;;;;x
b_goudiry_adj;Goudiry;Goudiryan;Goudirisch;;;;;;;;;;;x
b_goumbou;Goumbou;Goumbou;Goumbou;;Goumbou;;;;;;;;;
b_goumbou_adj;Goumbou;Goumbou;Goumbou;;Goumbou;;;;;;;;;
b_grange;Grange;Grange;Grange;;Grange;;;;;;;;;
b_grange_adj;Grangian;Grangian;Grangian;;Grangian;;;;;;;;;
b_granville;Granville;Granville;Granville;;Granville;;;;;;;;;x
b_grimaldi;Grimaldi;Grimaldi;Grimaldi;;Grimaldi;;;;;;;;;x
b_grimaldi_adj;Grimaldian;Grimaldian;Grimaldian;;Grimaldian;;;;;;;;;x
b_gucetic;Gucetic;Gucetic;Gucetic;;Gucetic;;;;;;;;;x
b_guelta_zemmur;Guelta Zemmur;Guelta Zemmur;Guelta Zemmur;;;;;;;;;;;x
b_guelta_zemmur_adj;Guelta Zemmuri;Guelta Zemmurais;Guelta Zemmurisch;;;;;;;;;;;x
b_guldsmed;Guldsmed;Guldsmed;Guldsmed;;Guldsmed;;;;;;;;;x
b_gumbu;Gumbu;Gumbu;Gumbu;;;;;;;;;;;x
b_hadibu;Hadibu;Hadibu;Hadibu;;;;;;;;;;x;
b_hadibu_adj;Hadibu;Hadibu;Hadibuisch;;;;;;;;;;x;
b_heekeren;Heekeren;Heekeren;Heekeren;;Heekeren;;;;;;;;;x
b_hejnum;Hejnum;Hejnum;Hejnum;;Hejnum;;;;;;;;x;
b_hejnum_adj;Hejnumite;Hejnumite;Hejnumite;;Hejnumite;;;;;;;;x;
b_holywell;Holywell;Holywell;Holywell;;Holywell;;;;;;;;;x
b_hoogstraten;Hoogstraten;Hoogstraten;Hoogstraten;;Hoogstraten;;;;;;;;;x
b_houffalize;Houffalize;Houffalize;Houffalize;;Houffalize;;;;;;;;;x
b_hove;Hove;Hove;Hove;;Hove;;;;;;;;;x
b_hunapingvestra;Húnaping Vestra;Húnaping Vestra;Húnaping Vestra;;Húnaping Vestra;;;;;;;;;x
b_hwlffordd;Hwlffordd;Hwlffordd;Hwlffordd;;Hwlffordd;;;;;;;;;x
b_idjil;Idjil;Idjil;Idjil;;;;;;;;;;;x
b_idjil_adj;Idjili;Idjilien;Idjilisch;;;;;;;;;;;x
b_idrone;Idrone;Idrone;Idrone;;Idrone;;;;;;;;;x
b_inniskillen;Inniskillen;Inniskillen;Inniskillen;;Inniskillen;;;;;;;;;x
b_isafjordur;Ísafjördur;Ísafjördur;Ísafjördur;;Ísafjördur;;;;;;;;;x
b_itri;Itri;Itri;Itri;;Itri;;;;;;;;;x
b_ittiri;Ittiri;Ittiri;Ittiri;;Ittiri;;;;;;;;;x
b_jangaba;Jangaba;Jangaba;Jangaba;;;;;;;;;;;x
b_jangaba_adj;Jangaban;Jangabais;Jangabanisch;;;;;;;;;;;x
b_jesi;Jesi;Jesi;Jesi;;Jesi;;;;;;;;;x
b_jurbel;Jurbel;JurbelJurbel;;;;;;;;;;;x;
b_jurbel_adj;Jurbeli;Jurbelite;Jurbelisch;;;;;;;;;;;x
b_kabara;Kabara;Kabara;Kabara;;;;;;;;;;;x
b_kabara_adj;Kabaran;Kabaranais;Kabaranisch;;;;;;;;;;;x
b_kaedi;Kaédi;Kaédi;Kaédi;;;;;;;;;;;x
b_kaedi_adj;Kaédian;Kaédien;Kaédisch;;;;;;;;;;;x
b_kahone;Kahone;Kahone;Kahone;;;;;;;;;;;x
b_kahone_adj;Kahona;Kahonais;Kahonisch;;;;;;;;;;;x
b_kanel;Kanel;Kanel;Kanel;;;;;;;;;;;x
b_kanel_adj;Kaneli;Kaneli;Kanelisch;;;;;;;;;;;x
b_kaolack;Kaolack;Kaolack;Kaolack;;;;;;;;;;;x
b_kaolack_adj;Kaolackian;Kaolackois;Kaolackianisch;;;;;;;;;;;x
b_karaj;Alamut;Alamut;Alamut;;;;;;;;;;;x
b_karaj_adj;Alamut;Alamute;Alamutisch;;;;;;;;;;;x
b_kassopaia;Kassopaia;Kassopaia;Kassopaia;;Kassopaia;;;;;;;;;x
b_katzenstein;Katzenstein;Katzenstein;Katzenstein;;Katzenstein;;;;;;;;;x
b_katzenstein_adj;Katzensteinian;Katzensteinian;Katzensteinian;;Katzensteinian;;;;;;;;;x
b_kawkaw;Kawkaw;Kawkaw;Kawkaw;;;;;;;;;;;x
b_kawkaw_adj;Kawkawi;Kawkawi;Kawkawisch;;;;;;;;;;;x
b_kayes;Kayes;Kayes;Kayes;;;;;;;;;;;x
b_kayes_adj;Kayes;Kayesi;Kayesisch;;;;;;;;;;;x
b_kherson;Cherson;Cherson;Cherson;;;;;;;;;;;
b_kherson_adj;Cherson;Chersonien;Chersonisch;;;;;;;;;;;x
b_kirana;Kirana;Kiranna;Kirana;;;;;;;;;;;x
b_kirana_adj;Kiranan;Kiranais;Kirananisch;;;;;;;;;;;x
b_kirkhill;Kirkhill;Kirkhill;Kirkhill;;Kirkhill;;;;;;;;;x
b_kirkhill_adj;Kirkhill;Kirkhill;Kirkhill;;Kirkhill;;;;;;;;;x
b_kiltarlity;Kiltarlity;Kiltarlity;Kiltarlity;;Kiltarlity;;;;;;;;;x
b_kirtarlity_adj;Kiltarlity;Kiltarlity;Kiltarlity;;Kiltarlity;;;;;;;;;x
b_konboro;Konboro;Konboro;Konboro;;;;;;;;;;;x
b_konboro_adj;Konboro;Konborois;Konborisch;;;;;;;;;;;x
b_konstantios;Konstantios;Konstantios;Konstantios;;Konstantios;;;;;;;;;x
b_konstantios_adj;Konstantiosan;Konstantiosan;Konstantiosan;;Konstantiosan;;;;;;;;;x
b_korcula;Korcula;Korcula;Korcula;;Korcula;;;;;;;;;x
b_korioume;Korioume;Korioume;Korioume;;;;;;;;;;;x
b_korioume_adj;Korioumian;Korioume;Korioumianisch;;;;;;;;;;;x
b_koro_koulikoro;Koro Koulikoro;Koro Koulikoro;Koro Koulikoro;;;;;;;;;;;x
b_koro_koulikoro_adj;Koro Koulikoro;Koro Koulikorois;Koro Koulikorisch;;;;;;;;;;;x
b_koudougou;Koudougou;Koudougou;Koudougou;;;;;;;;;;;x
b_koudougou_adj;Koudougou;Koudougoulois;Koudougoisch;;;;;;;;;;;x
b_koumbi_saleh;Koumbi Saleh;Koumbi Saleh;Koumbi Saleh;;;;;;;;;;;x
b_koumbi_saleh_adj;Koumbi Saleh;Koumbi Salehen;Koumbi Salehisch;;;;;;;;;;;x
b_kouyakoura;Kouyakoura;Kouyakoura;Kouyakoura;;;;;;;;;;;x
b_kouyakoura_adj;Kouyakouran;Kouyakourais;Kouyakouranisch;;;;;;;;;;;x
b_kukiya;Kukiya;Kukiya;Kukiya;;;;;;;;;;;x
b_kukiya_adj;Kukiyan;Kukiyais;Kukiyanisch;;;;;;;;;;;x
b_lachaisedieu;La Chaise Dieu;La Chaise Dieu;La Chaise Dieu;;La Chaise Dieu;;;;;;;;;x
b_laloupe;La Loupe;La Loupe;La Loupe;;La Loupe;;;;;;;;;x
b_lannion;Lannion;Lannion;Lannion;;Lannion;;;;;;;;;x
b_lanusei;Lanusei;Lanusei;Lanusei;;Lanusei;;;;;;;;;x
b_latrinitepor;La Trinité-Porhoet;La Trinité-Porhoet;La Trinité-Porhoet;;La Trinité-Porhoet;;;;;;;;;x
b_lavagna;Lavagna;Lavagna;Lavagna;;Lavagna;;;;;;;;;x
b_lechevain;Lechevain;Lechevain;Lechevain;;Lechevain;;;;;;;;;x
b_lerici;Lerici;Lerici;Lerici;;Lerici;;;;;;;;;x
b_leukimi;Leukimi;Leukimi;Leukimi;;Leukimi;;;;;;;;;x
b_lilli;Lilli;Lilli;Lilli;;Lilli;;;;;;;;;x
b_lilli_adj;Lillian;Lillian;Lillian;;Lillian;;;;;;;;;x
b_limburg;Limburg;Limburg;Limburg;;Limburg;;;;;;;;;x
b_linguere;Linguere;Linguere;Linguere;;;;;;;;;;;x
b_linguere_adj;Lingueri;Linguerien;Linguerisch;;;;;;;;;;;x
b_litto;Litto;Litto;Litto;;Litto;;;;;;;;;x
b_llandrindod;Llandrindod;Llandrindod;Llandrindod;;Llandrindod;;;;;;;;;x
