#CODE;ENGLISH;GERMAN;FRENCH;;SPANISH;;;;;;;;;x
celtic_pagan_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;;;;;;;;;x
celtic_ways;Celtic Rites;Celtic Rites;Celtic Rites;;Celtic Rites;;;;;;;;;x
celtic_ways_desc;This character has taken up ancient celtic traditions.;This character has taken up ancient celtic traditions.;This character has taken up ancient celtic traditions.;;This character has taken up ancient celtic traditions.;;;;;;;;;x
city_baron_celtic_pagan;Chieftain;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_celtic_pagan_reformed;Lord;Lord;Lord;;Lord;;;;;;;;;x
city_baron_female_celtic_pagan;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_baron_female_celtic_pagan_reformed;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_baron_female_jewish_group;Sar;Sar;Sar;;Sar;;;;;;;;;x
city_baron_hellenic_pagan;Prefect;Préfet;Bürgermeister;;Prefecto;;;;;;;;;x
city_baron_jewish_group;Sar;Sar;Sar;;Sar;;;;;;;;;x
city_baron_zoroastrian_group;Dihqan;Dihqan;Dihqan;;Dihqan;;;;;;;;;x
city_county_of_jewish_group;Nafa of;Nafa of;Nafa of;;Nafa of;;;;;;;;x;
city_count_celtic_pagan;High Chieftain;High Chieftain;High Chieftain;;High Chieftain;;;;;;;;;x
city_count_celtic_pagan_reformed;Teyrn;Teyrn;Teyrn;;Teyrn;;;;;;;;;x
city_count_female_celtic_pagan;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_count_female_celtic_pagan_reformed;High Lady;High Lady;High Lady;;High Lady;;;;;;;;;x
city_count_female_jewish_group;Parnas;Parnas;Parnas;;Parnas;;;;;;;;;x
city_count_hellenic_pagan;Lord Prefect;Seigneur-Préfet;Oberbürgermeister;;Gran Prefecto;;;;;;;;;x
city_count_jewish_group;Parnas;Parnas;Parnas;;Parnas;;;;;;;;;x
city_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_duchy_of_celtic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_duchy_of_jewish_group;Mahoz of;Mahoz of;Mahoz of;;Mahoz of;;;;;;;;x;
city_duke_byzantine;Archon;Archonte;Archonte;;Archonte;;;;;;;;;x
city_duke_celtic_pagan;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_celtic_pagan_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_celtic_pagan;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duke_female_celtic_pagan_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duke_female_jewish_group;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_duke_hellenic_pagan;Proconsul;Proconsul;Prokonsul;;Procónsul;;;;;;;;;x
city_duke_hellenic_pagan_byzantine;Anthypatos;Anthypatos;Anthypatos;;Anthypatos;;;;;;;;;x
city_duke_jewish_group;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_emperor;Consul;Consul;Konsul;;Consul;;;;;;;;;x
city_emperor_celtic_pagan;Taoiseach;Taoiseach;Taoiseach;;Taoiseach;;;;;;;;;x
city_emperor_celtic_pagan_reformed;Vergobret;Vergobret;Vergobret;;Vergobret;;;;;;;;;x
city_emperor_female_celtic_pagan;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_emperor_female_celtic_pagan_reformed;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_emperor_female_jewish_group;Rosh HaMemshala;Rosh HaMemshala;Rosh HaMemshala;;Rosh HaMemshala;;;;;;;;;x
city_emperor_hellenic_pagan;Emperor;Empereur;Kaiser;;Emperador;;;;;;;;;x
city_emperor_jewish_group;Rosh HaMemshala;Rosh HaMemshala;Rosh HaMemshala;;Rosh HaMemshala;;;;;;;;;x
city_empire_of;Grand Republic of;Grande République de;Große Republik von;;Grand Republic of;;;;;;;;;x
city_empire_of_celtic_pagan;Nation of;Nation of;Nation of;;Nation of;;;;;;;;;x
city_empire_of_celtic_pagan_reformed;Nation of;Nation of;Nation of;;Nation of;;;;;;;;;x
city_empire_of_jewish_group;Medinat of;Medinat of;Medinat of;;Medinat of;;;;;;;;;x
