#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
caucasus_building_5;Great Caucasian Warrior Host;Grand camp de guerriers caucasiens;Great Caucasian Warrior Host;;Great Caucasian Warrior Host;;;;;;;;;
ca_altaic_army_barracks_1;Army - Small Barracks;Armée-Petit Baraquement;Army - Small Barracks;;Army - Small Barracks;;;;;;;;;
ca_altaic_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;Army - Medium Barracks;;Army - Medium Barracks;;;;;;;;;
ca_altaic_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;Army - Large Barracks;;Army - Large Barracks;;;;;;;;;
ca_altaic_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;Army - Huge Barracks;;Army - Huge Barracks;;;;;;;;;
ca_altaic_army_barracks_5;Army - Royal Barracks;Armée-Caserne;Army - Royal Barracks;;Army - Royal Barracks;;;;;;;;;
ca_altaic_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d'Entrainement de la Milice;Army - Basic Drill Yard;;Army - Basic Drill Yard;;;;;;;;;
ca_altaic_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d'Entrainement de la Milice;Army - Small Drill Yard;;Army - Small Drill Yard;;;;;;;;;
ca_altaic_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d'entrainement de L'Ost;Army - Medium Drill Yard;;Army - Medium Drill Yard;;;;;;;;;
ca_altaic_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d'Entrainement de L'ost;Army - Large Drill Yard;;Army - Large Drill Yard;;;;;;;;;
ca_altaic_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d'Entrainement de L'Ost;Army - Massive Drill Yard;;Army - Massive Drill Yard;;;;;;;;;
ca_altaic_econ_feudal_1;Econ - Sparse Feudal Estates;Petit fief;Econ - Sparse Feudal Estates;;Econ - Sparse Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_2;Econ - Meager Feudal Estates;Modeste Fief;Econ - Meager Feudal Estates;;Econ - Meager Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_3;Econ - Medium Feudal Estates;Fief;Econ - Medium Feudal Estates;;Econ - Medium Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_4;Econ - Considerable Feudal Estates;Grand Fief;l;;Econ - Considerable Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_5;Econ - Extensive Feudal Estates;Immense Fief;Econ - Extensive Feudal Estates;;Econ - Extensive Feudal Estates;;;;;;;;;
ca_altaic_econ_peasant_1;Econ - Peasant Farmland;Petites cultures;Econ - Peasant Farmland;;Econ - Peasant Farmland;;;;;;;;;
ca_altaic_econ_peasant_2;Econ - Growing Peasant Farmland;Cultures;Econ - Growing Peasant Farmland;;Econ - Growing Peasant Farmland;;;;;;;;;
ca_altaic_econ_peasant_3;Econ - Flourishing Peasant Farmland;Cultures florissantes;Econ - Flourishing Peasant Farmland;;Econ - Flourishing Peasant Farmland;;;;;;;;;
ca_altaic_econ_peasant_4;Econ - Rich Peasant Farmland;Champs;Econ - Rich Peasant Farmland;;Econ - Rich Peasant Farmland;;;;;;;;;
ca_altaic_econ_peasant_5;Econ - Abundant Peasant Farmland;Champs Florissants;Econ - Abundant Peasant Farmland;;Econ - Abundant Peasant Farmland;;;;;;;;;
ca_altaic_econ_steppe_1;Econ - Sparse Nomadic Tribes;Petits Clans;Econ - Sparse Nomadic Tribes;;Econ - Sparse Nomadic Tribes;;;;;;;;;
ca_altaic_econ_steppe_2;Econ - Meager Nomadic Tribes;Econ - Meager Nomadic Tribes;Econ - Meager Nomadic Tribes;;Econ - Meager Nomadic Tribes;;;;;;;;;
ca_altaic_econ_steppe_3;Econ - Nomadic Tribes;Tribus Nomades;Econ - Nomadic Tribes;;Econ - Nomadic Tribes;;;;;;;;;
ca_altaic_econ_steppe_4;Econ - Considerable Nomadic Tribes;Grandes Tribus Nomades;Econ - Considerable Nomadic Tribes;;Econ - Considerable Nomadic Tribes;;;;;;;;;
ca_altaic_econ_steppe_5;Econ - Vast Nomadic Tribes;Hordes Nomades;Econ - Vast Nomadic Tribes;;Econ - Vast Nomadic Tribes;;;;;;;;;
ca_altaic_econ_town_1;Econ - Tiny Castle Town;Hameau;Econ - Tiny Castle Town;;Econ - Tiny Castle Town;;;;;;;;;
ca_altaic_econ_town_2;Econ - Small Castle Town;Petit Village;Econ - Small Castle Town;;Econ - Small Castle Town;;;;;;;;;
ca_altaic_econ_town_3;Econ - Medium Castle Town;Village;Econ - Medium Castle Town;;Econ - Medium Castle Town;;;;;;;;;
ca_altaic_econ_town_4;Econ - Large Castle Town;Bourgade;Econ - Large Castle Town;;Econ - Large Castle Town;;;;;;;;;
ca_altaic_econ_town_5;Econ - Bustling Castle Town;Bourg;Econ - Bustling Castle Town;;Econ - Bustling Castle Town;;;;;;;;;
ca_altaic_econ_trade_1;Econ - Small Trading Post;Petit poste de Commerce;Econ - Small Trading Post;;Econ - Small Trading Post;;;;;;;;;
ca_altaic_econ_trade_2;Econ - Large Trading Post;Grand Poste de Commerce;Econ - Large Trading Post;;Econ - Large Trading Post;;;;;;;;;
ca_altaic_econ_trade_3;Econ - Trade Caravans;Caravanes;Econ - Trade Caravans;;Econ - Trade Caravans;;;;;;;;;
ca_altaic_econ_trade_4;Econ - Merchant Guilds;Guildes des Marchants;Econ - Merchant Guilds;;Econ - Merchant Guilds;;;;;;;;;
ca_altaic_econ_trade_5;Econ - Massive Trade Marketplace;Grande Place du Marché;Econ - Massive Trade Marketplace;;Econ - Massive Trade Marketplace;;;;;;;;;
ca_altaic_fort_def_1;Fortifications - Moat;Fortifications-Motte;Fortifications - Moat;;Fortifications - Moat;;;;;;;;;
ca_altaic_fort_def_2;Fortifications - Firing Slits;Fortifications-Meurtrières;Fortifications - Firing Slits;;Fortifications - Firing Slits;;;;;;;;;
ca_altaic_fort_def_3;Fortifications - Reinforced Walls;Fortifications-Enceintes Fortifiés;Fortifications - Reinforced Walls;;Fortifications - Reinforced Walls;;;;;;;;;
ca_altaic_fort_def_4;Fortifications - Rounded Enflilade Towers;Fortifications-Tours Rondes;Fortifications - Rounded Enflilade Towers;;Fortifications - Rounded Enflilade Towers;;;;;;;;;
ca_altaic_fort_def_5;Fortifications - Secondary Inner Wall;Fortifications-Enceinte Intérieure;Fortifications - Secondary Inner Wall;;Fortifications - Secondary Inner Wall;;;;;;;;;
ca_altaic_fort_mob_1;Fortifications - Sentry Towers;Fortifications-Tours de Guet;Fortifications - Sentry Towers;;Fortifications - Sentry Towers;;;;;;;;;
ca_altaic_fort_mob_2;Fortifications - Mounted Patrols;Fortifications-Patrouilles Equestres;Fortifications - Mounted Patrols;;Fortifications - Mounted Patrols;;;;;;;;;
ca_altaic_fort_mob_3;Fortifications - Sally Ports;Fortifications-Poternes;Fortifications - Sally Ports;;Fortifications - Sally Ports;;;;;;;;;
ca_altaic_fort_mob_4;Fortifications - Raiding Parties;Fortifications-Pilleurs;Fortifications - Raiding Parties;;Fortifications - Raiding Parties;;;;;;;;;
ca_altaic_fort_mob_5;Fortifications - Large Raiding Parties;Fortifications-Pilleurs;Fortifications - Large Raiding Parties;;Fortifications - Large Raiding Parties;;;;;;;;;
ca_andalusian_army_barracks_1;Army - Small Barracks;Armée-Petit Baraquement;Army - Small Barracks;;Army - Small Barracks;;;;;;;;;
ca_andalusian_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;Army - Medium Barracks;;Army - Medium Barracks;;;;;;;;;
ca_andalusian_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;Army - Large Barracks;;Army - Large Barracks;;;;;;;;;
ca_andalusian_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;Army - Huge Barracks;;Army - Huge Barracks;;;;;;;;;
ca_andalusian_army_barracks_5;Army - Royal Barracks;Armée-Caserne;Army - Royal Barracks;;Army - Royal Barracks;;;;;;;;;
ca_andalusian_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d'Entrainement de la Milice;Army - Basic Drill Yard;;Army - Basic Drill Yard;;;;;;;;;
ca_andalusian_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d'Entrainement de la Milice;Army - Small Drill Yard;;Army - Small Drill Yard;;;;;;;;;
ca_andalusian_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d'entrainement de L'Ost;Army - Medium Drill Yard;;Army - Medium Drill Yard;;;;;;;;;
ca_andalusian_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d'Entrainement de L'ost;Army - Large Drill Yard;;Army - Large Drill Yard;;;;;;;;;
ca_andalusian_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d'Entrainement de L'Ost;Army - Massive Drill Yard;;Army - Massive Drill Yard;;;;;;;;;
ca_andalusian_econ_feudal_1;Econ - Sparse Feudal Estates;Petit fief;Econ - Sparse Feudal Estates;;Econ - Sparse Feudal Estates;;;;;;;;;
ca_andalusian_econ_feudal_2;Econ - Meager Feudal Estates;Modeste Fief;Econ - Meager Feudal Estates;;Econ - Meager Feudal Estates;;;;;;;;;
ca_andalusian_econ_feudal_3;Econ - Medium Feudal Estates;Fief;Econ - Medium Feudal Estates;;Econ - Medium Feudal Estates;;;;;;;;;
ca_andalusian_econ_feudal_4;Econ - Considerable Feudal Estates;Grand Fief;Econ - Considerable Feudal Estates;;Econ - Considerable Feudal Estates;;;;;;;;;
ca_andalusian_econ_feudal_5;Econ - Extensive Feudal Estates;Immense Fief;Econ - Extensive Feudal Estates;;Econ - Extensive Feudal Estates;;;;;;;;;
ca_andalusian_econ_peasant_1;Econ - Peasant Farmland;Petites cultures;Econ - Peasant Farmland;;Econ - Peasant Farmland;;;;;;;;;
ca_andalusian_econ_peasant_2;Econ - Growing Peasant Farmland;Cultures;Econ - Growing Peasant Farmland;;Econ - Growing Peasant Farmland;;;;;;;;;
ca_andalusian_econ_peasant_3;Econ - Flourishing Peasant Farmland;Cultures florissantes;Econ - Flourishing Peasant Farmland;;Econ - Flourishing Peasant Farmland;;;;;;;;;
ca_andalusian_econ_peasant_4;Econ - Rich Peasant Farmland;Champs;Econ - Rich Peasant Farmland;;Econ - Rich Peasant Farmland;;;;;;;;;
ca_andalusian_econ_peasant_5;Econ - Abundant Peasant Farmland;Champs Florissants;Econ - Abundant Peasant Farmland;;Econ - Abundant Peasant Farmland;;;;;;;;;
ca_andalusian_econ_town_1;Econ - Tiny Castle Town;Hameau;Econ - Tiny Castle Town;;Econ - Tiny Castle Town;;;;;;;;;
ca_andalusian_econ_town_2;Econ - Small Castle Town;Petit Village;Econ - Small Castle Town;;Econ - Small Castle Town;;;;;;;;;
ca_andalusian_econ_town_3;Econ - Medium Castle Town;Village;Econ - Medium Castle Town;;Econ - Medium Castle Town;;;;;;;;;
ca_andalusian_econ_town_4;Econ - Large Castle Town;Bourgade;Econ - Large Castle Town;;Econ - Large Castle Town;;;;;;;;;
ca_andalusian_econ_town_5;Econ - Bustling Castle Town;Bourg;Econ - Bustling Castle Town;;Econ - Bustling Castle Town;;;;;;;;;
ca_andalusian_econ_trade_1;Econ - Small Trading Post;Petit poste de Commerce;Econ - Small Trading Post;;Econ - Small Trading Post;;;;;;;;;
ca_andalusian_econ_trade_2;Econ - Large Trading Post;Grand Poste de Commerce;Econ - Large Trading Post;;Econ - Large Trading Post;;;;;;;;;
ca_andalusian_econ_trade_3;Econ - Trade Caravans;Caravanes;Econ - Trade Caravans;;Econ - Trade Caravans;;;;;;;;;
ca_andalusian_econ_trade_4;Econ - Merchant Guilds;Guildes des Marchants;Econ - Merchant Guilds;;Econ - Merchant Guilds;;;;;;;;;
ca_andalusian_econ_trade_5;Econ - Massive Trade Marketplace;Grande Place du Marché;Econ - Massive Trade Marketplace;;Econ - Massive Trade Marketplace;;;;;;;;;
ca_andalusian_fort_def_1;Fortifications - Moat;Fortifications-Motte;Fortifications - Moat;;Fortifications - Moat;;;;;;;;;
ca_andalusian_fort_def_2;Fortifications - Firing Slits;Fortifications-Meurtrières;Fortifications - Firing Slits;;Fortifications - Firing Slits;;;;;;;;;
ca_andalusian_fort_def_3;Fortifications - Reinforced Walls;Fortifications-Enceintes Fortifiés;Fortifications - Reinforced Walls;;Fortifications - Reinforced Walls;;;;;;;;;
ca_andalusian_fort_def_4;Fortifications - Rounded Enflilade Towers;Fortifications-Tours Rondes;Fortifications - Rounded Enflilade Towers;;Fortifications - Rounded Enflilade Towers;;;;;;;;;
ca_andalusian_fort_def_5;Fortifications - Secondary Inner Wall;Fortifications-Enceinte Intérieure;Fortifications - Secondary Inner Wall;;Fortifications - Secondary Inner Wall;;;;;;;;;
ca_andalusian_fort_mob_1;Fortifications - Sentry Towers;Fortifications-Tours de Guet;Fortifications - Sentry Towers;;Fortifications - Sentry Towers;;;;;;;;;
ca_andalusian_fort_mob_2;Fortifications - Mounted Patrols;Fortifications-Patrouilles Equestres;Fortifications - Mounted Patrols;;Fortifications - Mounted Patrols;;;;;;;;;
ca_andalusian_fort_mob_3;Fortifications - Sally Ports;Fortifications-Poternes;Fortifications - Sally Ports;;Fortifications - Sally Ports;;;;;;;;;
ca_andalusian_fort_mob_4;Fortifications - Raiding Parties;Fortifications-Pilleurs;Fortifications - Raiding Parties;;Fortifications - Raiding Parties;;;;;;;;;
ca_andalusian_fort_mob_5;Fortifications - Large Raiding Parties;Fortifications-Pilleurs;Fortifications - Large Raiding Parties;;Fortifications - Large Raiding Parties;;;;;;;;;
ca_armenian_army_barracks_1;Army - Small Barracks;Armée-Petit Baraquement;Army - Small Barracks;;Army - Small Barracks;;;;;;;;;
ca_armenian_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;Army - Medium Barracks;;Army - Medium Barracks;;;;;;;;;
ca_armenian_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;Army - Large Barracks;;Army - Large Barracks;;;;;;;;;
ca_armenian_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;Army - Huge Barracks;;Army - Huge Barracks;;;;;;;;;
ca_armenian_army_barracks_5;Army - Royal Barracks;Armée-Caserne;Army - Royal Barracks;;Army - Royal Barracks;;;;;;;;;
ca_armenian_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d'Entrainement de la Milice;Army - Basic Drill Yard;;Army - Basic Drill Yard;;;;;;;;;
ca_armenian_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d'Entrainement de la Milice;Army - Small Drill Yard;;Army - Small Drill Yard;;;;;;;;;
ca_armenian_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d'entrainement de L'Ost;Army - Medium Drill Yard;;Army - Medium Drill Yard;;;;;;;;;
ca_armenian_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d'Entrainement de L'ost;Army - Large Drill Yard;;Army - Large Drill Yard;;;;;;;;;
ca_armenian_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d'Entrainement de L'Ost;Army - Massive Drill Yard;;Army - Massive Drill Yard;;;;;;;;;
ca_armenian_econ_feudal_1;Econ - Sparse Feudal Estates;Petit fief;Econ - Sparse Feudal Estates;;Econ - Sparse Feudal Estates;;;;;;;;;
ca_armenian_econ_feudal_2;Econ - Meager Feudal Estates;Modeste Fief;Econ - Meager Feudal Estates;;Econ - Meager Feudal Estates;;;;;;;;;
ca_armenian_econ_feudal_3;Econ - Medium Feudal Estates;Fief;Econ - Medium Feudal Estates;;Econ - Medium Feudal Estates;;;;;;;;;
ca_armenian_econ_feudal_4;Econ - Considerable Feudal Estates;Grand Fief;Econ - Considerable Feudal Estates;;Econ - Considerable Feudal Estates;;;;;;;;;
ca_armenian_econ_feudal_5;Econ - Extensive Feudal Estates;Immense Fief;Econ - Extensive Feudal Estates;;Econ - Extensive Feudal Estates;;;;;;;;;
ca_armenian_econ_peasant_1;Econ - Peasant Farmland;Petites cultures;Econ - Peasant Farmland;;Econ - Peasant Farmland;;;;;;;;;
ca_armenian_econ_peasant_2;Econ - Growing Peasant Farmland;Cultures;Econ - Growing Peasant Farmland;;Econ - Growing Peasant Farmland;;;;;;;;;
ca_armenian_econ_peasant_3;Econ - Flourishing Peasant Farmland;Cultures florissantes;Econ - Flourishing Peasant Farmland;;Econ - Flourishing Peasant Farmland;;;;;;;;;
ca_armenian_econ_peasant_4;Econ - Rich Peasant Farmland;Champs;Econ - Rich Peasant Farmland;;Econ - Rich Peasant Farmland;;;;;;;;;
ca_armenian_econ_peasant_5;Econ - Abundant Peasant Farmland;Champs Florissants;Econ - Abundant Peasant Farmland;;Econ - Abundant Peasant Farmland;;;;;;;;;
ca_armenian_econ_town_1;Econ - Tiny Castle Town;Hameau;Econ - Tiny Castle Town;;Econ - Tiny Castle Town;;;;;;;;;
ca_armenian_econ_town_2;Econ - Small Castle Town;Petit Village;Econ - Small Castle Town;;Econ - Small Castle Town;;;;;;;;;
ca_armenian_econ_town_3;Econ - Medium Castle Town;Village;Econ - Medium Castle Town;;Econ - Medium Castle Town;;;;;;;;;
ca_armenian_econ_town_4;Econ - Large Castle Town;Bourgade;Econ - Large Castle Town;;Econ - Large Castle Town;;;;;;;;;
ca_armenian_econ_town_5;Econ - Bustling Castle Town;Bourg;Econ - Bustling Castle Town;;Econ - Bustling Castle Town;;;;;;;;;
ca_armenian_econ_trade_1;Econ - Small Trading Post;Petit poste de Commerce;Econ - Small Trading Post;;Econ - Small Trading Post;;;;;;;;;
ca_armenian_econ_trade_2;Econ - Large Trading Post;Grand Poste de Commerce;Econ - Large Trading Post;;Econ - Large Trading Post;;;;;;;;;
ca_armenian_econ_trade_3;Econ - Trade Caravans;Caravanes;Econ - Trade Caravans;;Econ - Trade Caravans;;;;;;;;;
ca_armenian_econ_trade_4;Econ - Merchant Guilds;Guildes des Marchants;Econ - Merchant Guilds;;Econ - Merchant Guilds;;;;;;;;;
ca_armenian_econ_trade_5;Econ - Massive Trade Marketplace;Grande Place du Marché;Econ - Massive Trade Marketplace;;Econ - Massive Trade Marketplace;;;;;;;;;
ca_armenian_fort_def_1;Fortifications - Moat;Fortifications-Motte;Fortifications - Moat;;Fortifications - Moat;;;;;;;;;
ca_armenian_fort_def_2;Fortifications - Firing Slits;Fortifications-Meurtrières;Fortifications - Firing Slits;;Fortifications - Firing Slits;;;;;;;;;
ca_armenian_fort_def_3;Fortifications - Reinforced Walls;Fortifications-Enceintes Fortifiés;Fortifications - Reinforced Walls;;Fortifications - Reinforced Walls;;;;;;;;;
ca_armenian_fort_def_4;Fortifications - Rounded Enflilade Towers;Fortifications-Tours Rondes;Fortifications - Rounded Enflilade Towers;;Fortifications - Rounded Enflilade Towers;;;;;;;;;
ca_armenian_fort_def_5;Fortifications - Secondary Inner Wall;Fortifications-Enceinte Intérieure;Fortifications - Secondary Inner Wall;;Fortifications - Secondary Inner Wall;;;;;;;;;
ca_armenian_fort_mob_1;Fortifications - Sentry Towers;Fortifications-Tours de Guet;Fortifications - Sentry Towers;;Fortifications - Sentry Towers;;;;;;;;;
ca_armenian_fort_mob_2;Fortifications - Mounted Patrols;Fortifications-Patrouilles Equestres;Fortifications - Mounted Patrols;;Fortifications - Mounted Patrols;;;;;;;;;
ca_armenian_fort_mob_3;Fortifications - Sally Ports;Fortifications-Poternes;Fortifications - Sally Ports;;Fortifications - Sally Ports;;;;;;;;;
ca_armenian_fort_mob_4;Fortifications - Raiding Parties;Fortifications-Pilleurs;Fortifications - Raiding Parties;;Fortifications - Raiding Parties;;;;;;;;;
ca_armenian_fort_mob_5;Fortifications - Large Raiding Parties;Fortifications-Pilleurs;Fortifications - Large Raiding Parties;;Fortifications - Large Raiding Parties;;;;;;;;;
ca_army_barracks_1;Army - Small Barracks;Army - Small Barracks;Army - Small Barracks;;Army - Small Barracks;;;;;;;;x;
ca_army_barracks_1_desc;Houses heavy infantry and gives a small garrison bonus. Disables all other 'Army' building types;Augmente légèrement la garnison et recrute de l'infanterie lourde. Désactive tout autre bâtiment militaire.;Houses heavy infantry and gives a small garrison bonus. Disables all other 'Army' building types;;Houses heavy infantry and gives a small garrison bonus. Disables all other 'Army' building types;;;;;;;;;
ca_army_barracks_2;Army - Medium Barracks;Army - Medium Barracks;Army - Medium Barracks;;Army - Medium Barracks;;;;;;;;x;
ca_army_barracks_3;Army - Large Barracks;Army - Large Barracks;Army - Large Barracks;;Army - Large Barracks;;;;;;;;x;
ca_army_barracks_4;Army - Huge Barracks;Army - Huge Barracks;Army - Huge Barracks;;Army - Huge Barracks;;;;;;;;x;
ca_army_barracks_5;Army - Royal Barracks;Army - Royal Barracks;Army - Royal Barracks;;Army - Royal Barracks;;;;;;;;x;
ca_army_drilling_1;Army - Basic Drill Yard;Army - Basic Drill Yard;Army - Basic Drill Yard;;Army - Basic Drill Yard;;;;;;;;x;
ca_army_drilling_1_desc;Houses light infantry and gives a large garrison bonus. Disables all other 'Army' building types;Augmente la garnison et recrute de l'infanterie légère. Désactive tout autre bâtiment militaire.;Houses light infantry and gives a large garrison bonus. Disables all other 'Army' building types;;Houses light infantry and gives a large garrison bonus. Disables all other 'Army' building types;;;;;;;;;
ca_army_drilling_2;Army - Small Drill Yard;Army - Small Drill Yard;Army - Small Drill Yard;;Army - Small Drill Yard;;;;;;;;x;
ca_army_drilling_3;Army - Medium Drill Yard;Army - Medium Drill Yard;Army - Medium Drill Yard;;Army - Medium Drill Yard;;;;;;;;x;
