#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
HERO_RELIGION;Heroic Religion;Religion Héroïque;Heroische Religion;Religión Heroica;;;;;;;;;;x
GOD_DANA;Dana;Dana;Dana;Dana;;;;;;;;;;x
GOD_NUADA;Nuada;Nuada;Nuada;Nuada;;;;;;;;;;x
d_gaelic_pagan_reformed;Tara;;Tara;Tara;Tara;;;;;;;;;;x
HIGH_KING;Ard Ri;;Ard Ri;Ard Ri;Ard Ri;;;;;;;;;;x
HIGH_QUEEN;Ard Banrion;Ard Banrion;Ard Banrion;Ard Banrion;;;;;;;;;;x
HIGH_KING_FOA;Great Lord;Grand Seigneur;Großer Herr;Gran Señor;;;;;;;;;;x
druidic;Brythonic;Brythonic;Brythonic;Brythonic;;;;;;;;;;x
druidic_reformed;Druidic;Druidic;Druidic;Druidic;;;;;;;;;;x
druidic_DESC;Brythonic paganism is one of the last surviving branch of the ancient druidic belief systems. A pantheon of gods and a world full of spirits , the children of Don rule the Skies, the Earth and the Otherworld. The main gods are Don and Lud, parents of the gods, Beli, the god of Healing, the Great Queen Rhiannon, the Horned god, called Amanaeth, Manawydan, the Sea God and Lleu of the Skillful Hand. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Celtic Pagan faith can be Reformed;;;;;;;;;;;;;x
druidic_reformed_DESC;The reformed brythonic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;;;;;;;;;;;;;x
GOD_BELI;Beli Mawr;Beli Mawr;Beli Mawr;Beli Mawr;;;;;;;;;;x
GOD_AMANAETH;Amanaeth;Amanaeth;Amanaeth;Amanaeth;;;;;;;;;;x
GOD_MANAWYDAN;Manawydan;Manawydan;Manawydan;Manawydan;;;;;;;;;;x
GOD_LLEU;Lleu;Lleu;Lleu;Lleu;;;;;;;;;;x
GOD_RHIANNON;Rhiannon;Rhiannon;Rhiannon;Rhiannon;;;;;;;;;;x
GOD_EARTH;Don;Don;Don;Don;;;;;;;;;;x
GOD_SKY;Lud;Lud;Lud;Lud;;;;;;;;;;x
THE_STONES;The Sacred Stones;Les Pierres Sacrées;Die Heiligen Steine;Las Piedras Sagradas;;;;;;;;;;x
THE_BALLADS;The Ballads;;;;;;;;;;;;;x
d_druidic_reformed;The Circle of Druids;;;;;;;;;;;;;x
ARCH_DRUID;Arch Druid;;;;;;;;;;;;;x
ARCH_DRUID_FOA;Eldest of the Druids;;;;;;;;;;;;;x
;;;;;;;;;;
baron_druidic_reformed;Lord;Seigneur;Fürst;Señor;;;;;;;;;;x
baron_female_druidic_reformed;Lady;Madame;Herrin;;;;;;;;;;;x
barony_of_druidic_reformed;Castle of;;;;;;;;;;;;;x
count_druidic_reformed;Teyrn;;;;;;;;;;;;;x
count_female_druidic_reformed;High Lady;;;;;;;;;;;;;x
county_of_druidic_reformed;High Lordship of;;;;;;;;;;;;;x
duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic_reformed;Principality of;;;;;;;;;;;;;x
king_druidic_reformed;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic_reformed;High King;;;;;;;;;;;;;x
emperor_female_druidic_reformed;High Queen;;;;;;;;;;;;;x
empire_of_druidic_reformed;High Kingdom of;;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic_reformed;Elder;;;;;;;;;;;;;x
family_palace_baron_female_druidic_reformed;Lady;;;;;;;;;;;;;x
city_baron_druidic_reformed;Lord;;;;;;;;;;;;;x
city_baron_female_druidic_reformed;Lady;;;;;;;;;;;;;x
city_count_druidic_reformed;Teyrn;;;;;;;;;;;;;x
city_count_female_druidic_reformed;High Lady;;;;;;;;;;;;;x
city_duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic_reformed;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_druidic_reformed;Federation of;;;;;;;;;;;;;x
city_emperor_druidic_reformed;Vergobret;;;;;;;;;;;;;x
city_emperor_female_druidic_reformed;Lady;;;;;;;;;;;;;x
city_empire_of_druidic_reformed;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic_reformed;Druid;;;;;;;;;;;;;x
temple_barony_of_druidic_reformed;Sacred Grove of;;;;;;;;;;;;;x
temple_count_druidic_reformed;Druid;;;;;;;;;;;;;x
temple_county_of_druidic_reformed;Temple of;;;;;;;;;;;;;x
temple_duke_druidic_reformed;Head Druid;;;;;;;;;;;;;x
temple_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic_reformed;Archdruid;;;;;;;;;;;;;x
temple_kingdom_of_druidic_reformed;Federation of;;;;;;;;;;;;;x
temple_emperor_druidic_reformed;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_druidic_reformed;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_druidic;Lord;Seigneur;;;Señor;;;;;;;;;x
baron_female_druidic;Lady;;;;;;;;;;;;;x
barony_of_druidic;Castle of;;;;;;;;;;;;;x
count_druidic;High Lord;;;;;;;;;;;;;x
count_female_druidic;High Lady;;;;;;;;;;;;;x
county_of_druidic;High Lordship of;;;;;;;;;;;;;x
duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic;Principality of;;;;;;;;;;;;;x
king_druidic;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic;High King;;;;;;;;;;;;;x
emperor_female_druidic;High Queen;;;;;;;;;;;;;x
empire_of_druidic;High Kingdom of;;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic;Elder;;;;;;;;;;;;;x
family_palace_baron_female_druidic;Lady;;;;;;;;;;;;;x
city_baron_druidic;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_druidic;Lady;;;;;;;;;;;;;x
city_count_druidic;High Chief;;;;;;;;;;;;;x
city_count_female_druidic;Lady;;;;;;;;;;;;;x
city_duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_druidic;Federation of;;;;;;;;;;;;;x
city_emperor_druidic;Vergobret;;;;;;;;;;;;;x
city_emperor_female_druidic;Lady;;;;;;;;;;;;;x
city_empire_of_druidic;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic;Druid;;;;;;;;;;;;;x
temple_barony_of_druidic;Sacred Grove of;;;;;;;;;;;;;x
temple_count_druidic;Druid;;;;;;;;;;;;;x
temple_county_of_druidic;Temple of;;;;;;;;;;;;;x
temple_duke_druidic;Head Druid;;;;;;;;;;;;;x
temple_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic;Archdruid;;;;;;;;;;;;;x
temple_kingdom_of_druidic;Federation of;;;;;;;;;;;;;x
temple_emperor_druidic;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_druidic;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_gaelic_pagan_reformed;Chief;Chef;;;Señor;;;;;;;;;x
baron_female_gaelic_pagan_reformed;Lady;;;;;;;;;;;;;x
barony_of_gaelic_pagan_reformed;Tuath of;;;;;;;;;;;;;x
count_gaelic_pagan_reformed;High Chief;;;;;;;;;;;;;x
count_female_gaelic_pagan_reformed;High Lady;;;;;;;;;;;;;x
county_of_gaelic_pagan_reformed;Tuatha of;;;;;;;;;;;;;x
duke_gaelic_pagan_reformed;King;Roi;König;;Rei;;;;;;;;;x
duke_female_gaelic_pagan_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
duchy_of_gaelic_pagan_reformed;Vassal Kingdom of;;;;;;;;;;;;;x
king_gaelic_pagan_reformed;Overking;Roi;König;;Rey;;;;;;;;;x
king_female_gaelic_pagan_reformed;Overqueen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_gaelic_pagan_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_gaelic_pagan_reformed;Ard Ri;;;;;;;;;;;;;x
emperor_female_gaelic_pagan_reformed;Ard Banrion;;;;;;;;;;;;;x
empire_of_gaelic_pagan_reformed;High Kingdom of;;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_gaelic_pagan_reformed;Elder;;;;;;;;;;;;;x
family_palace_baron_female_gaelic_pagan_reformed;Lady;;;;;;;;;;;;;x
city_baron_gaelic_pagan_reformed;Chieftain;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_gaelic_pagan_reformed;Lady;;;;;;;;;;;;;x
city_count_gaelic_pagan_reformed;High Chieftain;;;;;;;;;;;;;x
city_count_female_gaelic_pagan_reformed;High Lady;Haute Dame;Lady;;Alta Señora;;;;;;;;;x
city_duke_gaelic_pagan_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_gaelic_pagan_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_gaelic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_gaelic_pagan_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_gaelic_pagan_reformed;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_gaelic_pagan_reformed;Federation of;;;;;;;;;;;;;x
city_emperor_gaelic_pagan_reformed;Taoiseach;Taoiseach;;;;;;;;;;;;x
city_emperor_female_gaelic_pagan_reformed;Lady;;;;;;;;;;;;;x
city_empire_of_gaelic_pagan_reformed;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_gaelic_pagan_reformed;Druid;;;;;;;;;;;;;x
temple_barony_of_gaelic_pagan_reformed;Sacred Grove of;;;;;;;;;;;;;x
temple_count_gaelic_pagan_reformed;Druid;;;;;;;;;;;;;x
temple_county_of_gaelic_pagan_reformed;Temple of;;;;;;;;;;;;;x
temple_duke_gaelic_pagan_reformed;Head Druid;;;;;;;;;;;;;x
temple_duchy_of_gaelic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_gaelic_pagan_reformed;Archdruid;;;;;;;;;;;;;x
temple_kingdom_of_gaelic_pagan_reformed;Federation of;;;;;;;;;;;;;x
temple_emperor_gaelic_pagan_reformed;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_gaelic_pagan_reformed;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_gaelic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_gaelic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_gaelic_pagan;Chief;Chef;;;Señor;;;;;;;;;x
baron_female_gaelic_pagan;Lady;;;;;;;;;;;;;x
barony_of_gaelic_pagan;Tuath of;;;;;;;;;;;;;x
count_gaelic_pagan;High Chief;;;;;;;;;;;;;x
count_female_gaelic_pagan;High Lady;;;;;;;;;;;;;x
county_of_gaelic_pagan;Tuatha of;;;;;;;;;;;;;x
duke_gaelic_pagan;King;Roi;König;;Rey;;;;;;;;;x
duke_female_gaelic_pagan;Queen;Reine;Königin;;Reina;;;;;;;;;x
duchy_of_gaelic_pagan;Vassal Kingdom of;Royaume Vassal de;Königreich von;;Reino de;;;;;;;;;x
king_gaelic_pagan;Overking;Roi;König;;Rey;;;;;;;;;x
king_female_gaelic_pagan;Overqueen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_gaelic_pagan;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_gaelic_pagan;Ard Ri;;;;;;;;;;;;;x
emperor_female_gaelic_pagan;Ard Banrion;;;;;;;;;;;;;x
empire_of_gaelic_pagan;High Kingdom of;;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_gaelic_pagan;Elder;;;;;;;;;;;;;x
family_palace_baron_female_gaelic_pagan;Lady;;;;;;;;;;;;;x
city_baron_gaelic_pagan;Chieftain;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_gaelic_pagan;Lady;;;;;;;;;;;;;x
city_count_gaelic_pagan;High Chieftain;;;;;;;;;;;;;x
city_count_female_gaelic_pagan;Lady;;;;;;;;;;;;;x
city_duke_gaelic_pagan;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_gaelic_pagan;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_gaelic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_gaelic_pagan;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_gaelic_pagan;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_gaelic_pagan;Federation of;;;;;;;;;;;;;x
city_emperor_gaelic_pagan;Taoiseach;Taoiseach;;;;;;;;;;;;x
city_emperor_female_gaelic_pagan;Lady;;;;;;;;;;;;;x
city_empire_of_gaelic_pagan;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_gaelic_pagan;Druid;;;;;;;;;;;;;x
temple_barony_of_gaelic_pagan;Sacred Grove of;;;;;;;;;;;;;x
temple_count_gaelic_pagan;Druid;;;;;;;;;;;;;x
temple_county_of_gaelic_pagan;Temple of;;;;;;;;;;;;;x
temple_duke_gaelic_pagan;Head Druid;;;;;;;;;;;;;x
temple_duchy_of_gaelic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_gaelic_pagan;Archdruid;;;;;;;;;;;;;x
temple_kingdom_of_gaelic_pagan;Federation of;;;;;;;;;;;;;x
temple_emperor_gaelic_pagan;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_gaelic_pagan;Nation of;;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_gaelic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_gaelic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
title_laoch;laoch;;;;;;;;;;;;;x
title_laoch_desc;The Teaghlach (literally meaning "family") are strongly armed retainers. Known individually as laoch, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although equipped with horses, the laoch's fight on foot.;;;;;;;;;;;;;x
title_pagan_wizard;Court Wizard;;;;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;;;;;;;;;;;;x
title_druid;Druid;;;;;;;;;;;;;x
title_druid_desc;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;;;;;;;;;;;;x
title_court_bard;Bard;;;;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;;;;;;;;;;;;;x
title_royal_champion;Champion;;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;;;;;;;;;;;;;x
title_uchelwr;Uchelwr;;;;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;;;;;;;;;;;;;x
title_vates;Vates;;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;;;;;;;;;;;;;x
druid;Druid;;;;;;;;;;;;;x
druid_desc;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;;;;;;;;;;;;x
