#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_aztec_pagan_econ_feudal_3;Econ - Medium Feudal Estates;Fief;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_feudal_4;Econ - Considerable Feudal Estates;Grand Fief;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_feudal_5;Econ - Extensive Feudal Estates;Immense Fief;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_trade_1;Econ - Small Trading Post;Petit poste de Commerce;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_trade_2;Econ - Large Trading Post;Grand Poste de Commerce;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_trade_3;Econ - Trade Caravans;Caravanes;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_trade_4;Econ - Merchant Guilds;Guildes des Marchants;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_trade_5;Econ - Massive Trade Marketplace;Grande Place du Marché;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_raiding_1;Econ - Small Raiding Parties;x;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_raiding_2;Econ - Raiding Parties;x;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_raiding_3;Econ - Small Warrior Hall;x;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_raiding_4;Econ - Warrior Hall;x;x;xx;;;;;;;;;;
ca_aztec_pagan_econ_raiding_5;Econ - Large Warrior Hall;x;x;xx;;;;;;;;;;
ca_baltic_army_barracks_1;Army - Small Barracks;Armée-Petit Baraquement ;x;xx;;;;;;;;;;
ca_baltic_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;x;xx;;;;;;;;;;
ca_baltic_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;x;xx;;;;;;;;;;
ca_baltic_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;x;xx;;;;;;;;;;
ca_baltic_army_barracks_5;Army - Royal Barracks;Armée-Caserne  ;x;xx;;;;;;;;;;
ca_baltic_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d'Entrainement de la Milice;x;xx;;;;;;;;;;
ca_baltic_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d'Entrainement de la Milice;x;xx;;;;;;;;;;
ca_baltic_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d'entrainement de L'Ost;x;xx;;;;;;;;;;
ca_baltic_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d'Entrainement de L'ost;x;xx;;;;;;;;;;
ca_baltic_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d'Entrainement de L'Ost;x;xx;;;;;;;;;;
ca_baltic_fort_mob_1;Fortifications - Sentry Towers;Fortifications-Tours de Guet;x;xx;;;;;;;;;;
ca_baltic_fort_mob_2;Fortifications - Mounted Patrols;Fortifications-Patrouilles Equestres;x;xx;;;;;;;;;;
ca_baltic_fort_mob_3;Fortifications - Sally Ports;Fortifications-Poternes;x;xx;;;;;;;;;;
ca_baltic_fort_mob_4;Fortifications - Raiding Parties;Fortifications-Pilleurs;x;xx;;;;;;;;;;
ca_baltic_fort_mob_5;Fortifications - Large Raiding Parties;Fortifications-Pilleurs;x;xx;;;;;;;;;;
ca_baltic_fort_def_1;Fortifications - Moat;Fortifications-Motte;x;xx;;;;;;;;;;
ca_baltic_fort_def_2;Fortifications - Firing Slits;Fortifications-Meurtrières;x;xx;;;;;;;;;;
ca_baltic_fort_def_3;Fortifications - Reinforced Walls;Fortifications-Enceintes Fortifiés;x;xx;;;;;;;;;;
ca_baltic_fort_def_4;Fortifications - Rounded Enflilade Towers;Fortifications-Tours Rondes;x;xx;;;;;;;;;;
ca_baltic_fort_def_5;Fortifications - Secondary Inner Wall;Fortifications-Enceinte Intérieure;x;xx;;;;;;;;;;
ca_baltic_econ_town_1;Econ - Tiny Castle Town;Hameau;x;xx;;;;;;;;;;
ca_baltic_econ_town_2;Econ - Small Castle Town;Petit Village;x;xx;;;;;;;;;;
ca_baltic_econ_town_3;Econ - Medium Castle Town;Village;x;xx;;;;;;;;;;
ca_baltic_econ_town_4;Econ - Large Castle Town;Bourgade;x;xx;;;;;;;;;;
ca_baltic_econ_town_5;Econ - Bustling Castle Town;Bourg;x;xx;;;;;;;;;;
ca_baltic_econ_peasant_1;Econ - Peasant Farmland;Petites cultures;x;xx;;;;;;;;;;
ca_baltic_econ_peasant_2;Econ - Growing Peasant Farmland;Cultures;x;xx;;;;;;;;;;
ca_baltic_econ_peasant_3;Econ - Flourishing Peasant Farmland;Cultures florissantes;x;xx;;;;;;;;;;
ca_baltic_econ_peasant_4;Econ - Rich Peasant Farmland;Champs;x;xx;;;;;;;;;;
ca_baltic_econ_peasant_5;Econ - Abundant Peasant Farmland;Champs Florissants;x;xx;;;;;;;;;;
ca_baltic_econ_feudal_1;Econ - Sparse Feudal Estates;Petit fief;x;xx;;;;;;;;;;
ca_baltic_econ_feudal_2;Econ - Meager Feudal Estates;Modeste Fief;x;xx;;;;;;;;;;
ca_baltic_econ_feudal_3;Econ - Medium Feudal Estates;Fief;x;xx;;;;;;;;;;
ca_baltic_econ_feudal_4;Econ - Considerable Feudal Estates;Grand Fief;x;xx;;;;;;;;;;
ca_baltic_econ_feudal_5;Econ - Extensive Feudal Estates;Immense Fief;x;xx;;;;;;;;;;
ca_baltic_econ_trade_1;Econ - Small Trading Post;Petit poste de Commerce;x;xx;;;;;;;;;;
ca_baltic_econ_trade_2;Econ - Large Trading Post;Grand Poste de Commerce;x;xx;;;;;;;;;;
ca_baltic_econ_trade_3;Econ - Trade Caravans;Caravanes;x;xx;;;;;;;;;;
ca_baltic_econ_trade_4;Econ - Merchant Guilds;Guildes des Marchants;x;xx;;;;;;;;;;
ca_baltic_econ_trade_5;Econ - Massive Trade Marketplace;Grande Place du Marché;x;xx;;;;;;;;;;
ca_baltic_econ_raiding_1;Econ - Small Raiding Parties;x;x;xx;;;;;;;;;;
ca_baltic_econ_raiding_2;Econ - Raiding Parties;x;x;xx;;;;;;;;;;
ca_baltic_econ_raiding_3;Econ - Small Warrior Hall;x;x;xx;;;;;;;;;;
ca_baltic_econ_raiding_4;Econ - Warrior Hall;x;x;xx;;;;;;;;;;
ca_baltic_econ_raiding_5;Econ - Large Warrior Hall;x;x;xx;;;;;;;;;;
ca_bedouin_army_barracks_1;Army - Small Barracks;Armée-Grand Baraquement;x;xx;;;;;;;;;;
ca_bedouin_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;x;xx;;;;;;;;;;
ca_bedouin_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;x;xx;;;;;;;;;;
ca_bedouin_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;x;xx;;;;;;;;;;
ca_bedouin_army_barracks_5;Army - Royal Barracks;Armée-Caserne  ;x;xx;;;;;;;;;;
ca_bedouin_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d'Entrainement de la Milice;x;xx;;;;;;;;;;
ca_bedouin_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d'Entrainement de la Milice;x;xx;;;;;;;;;;
ca_bedouin_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d'entrainement de L'Ost;x;xx;;;;;;;;;;
ca_bedouin_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d'Entrainement de L'ost;x;xx;;;;;;;;;;
ca_bedouin_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d'Entrainement de L'Ost;x;xx;;;;;;;;;;
ca_bedouin_fort_mob_1;Fortifications - Sentry Towers;Fortifications-Tours de Guet;x;xx;;;;;;;;;;
ca_bedouin_fort_mob_2;Fortifications - Mounted Patrols;Fortifications-Patrouilles Equestres;x;xx;;;;;;;;;;
ca_bedouin_fort_mob_3;Fortifications - Sally Ports;Fortifications-Poternes;x;xx;;;;;;;;;;
ca_bedouin_fort_mob_4;Fortifications - Raiding Parties;Fortifications-Pilleurs;x;xx;;;;;;;;;;
ca_bedouin_fort_mob_5;Fortifications - Large Raiding Parties;Fortifications-Pilleurs;x;xx;;;;;;;;;;
ca_bedouin_fort_def_1;Fortifications - Moat;Fortifications-Motte;x;xx;;;;;;;;;;
ca_bedouin_fort_def_2;Fortifications - Firing Slits;Fortifications-Meurtrières;x;xx;;;;;;;;;;
ca_bedouin_fort_def_3;Fortifications - Reinforced Walls;Fortifications-Enceintes Fortifiés;x;xx;;;;;;;;;;
ca_bedouin_fort_def_4;Fortifications - Rounded Enflilade Towers;Fortifications-Tours Rondes;x;xx;;;;;;;;;;
ca_bedouin_fort_def_5;Fortifications - Secondary Inner Wall;Fortifications-Enceinte Intérieure;x;xx;;;;;;;;;;
ca_bedouin_econ_town_1;Econ - Tiny Castle Town;Hameau;x;xx;;;;;;;;;;
ca_bedouin_econ_town_2;Econ - Small Castle Town;Petit Village;x;xx;;;;;;;;;;
ca_bedouin_econ_town_3;Econ - Medium Castle Town;Village;x;xx;;;;;;;;;;
