#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aurigny;Aurigny;Aurigny;Aurigny;;Aurigny;;;;;;;;;x
b_authon;Authon;Authon;Authon;;Authon;;;;;;;;;x
b_bagnere;Bagnère de Bigorre;Bagnère de Bigorre;Bagnère de Bigorre;;Bagnère de Bigorre;;;;;;;;;x
b_balleroy;Balleroy;Balleroy;Balleroy;;Balleroy;;;;;;;;;x
b_barisardo;Bari Sardo;Bari Sardo;Bari Sardo;;Bari Sardo;;;;;;;;;x
b_barney;Barney;Barney;Barney;;Barney;;;;;;;;;x
b_beaconsfield;Beaconsfield;Beaconsfield;Beaconsfield;;Beaconsfield;;;;;;;;;x
b_begard;Begard;Begard;Begard;;Begard;;;;;;;;;x
b_belleek;Belleek;Belleek;Belleek;;Belleek;;;;;;;;;x
b_beroullia;Beroullia;Beroullia;Beroullia;;Beroullia;;;;;;;;;x
b_birr;Birr;Birr;Birr;;Birr;;;;;;;;;x
b_bolungarvik;Bolungarvik;Bolungarvik;Bolungarvik;;Bolungarvik;;;;;;;;;x
b_borculo;Borculo;Borculo;Borculo;;Borculo;;;;;;;;;x
b_borth;Borth;Borth;Borth;;Borth;;;;;;;;;x
b_brac;Brac;Brac;Brac;;Brac;;;;;;;;;x
b_bracknell;Bracknell;Bracknell;Bracknell;;Bracknell;;;;;;;;;x
b_bredevoort;Bredevoort;Bredevoort;Bredevoort;;Bredevoort;;;;;;;;;x
b_bretoncelle;Bretoncelle;Bretoncelle;Bretoncelle;;Bretoncelle;;;;;;;;;x
b_brignole;Brignole;Brignole;Brignole;;Brignole;;;;;;;;;x
b_bussoleno;Bussoleno;Bussoleno;Bussoleno;;Bussoleno;;;;;;;;;x
b_cabra;Cabra;Cabra;Cabra;;Cabra;;;;;;;;;x
b_camera;Camera;Camera;Camera;;Camera;;;;;;;;;x 
b_camrose;Camrose;Camrose;Camrose;;Camrose;;;;;;;;;x
b_capoliveri;Capoliveri;Capoliveri;Capoliveri;;Capoliveri;;;;;;;;;x
b_caprie;Caprie;Caprie;Caprie;;Caprie;;;;;;;;;x
b_capuano;Capuano;Capuano;Capuano;;Capuano;;;;;;;;;x
b_casasco;Casasco;Casasco;Casasco;;Casasco;;;;;;;;;x
b_castelforte;Castel Forte;Castel Forte;Castel Forte;;Castel Forte;;;;;;;;;x
b_castelnuovo;Castelnuovo;Castelnuovo;Castelnuovo;;Castelnuovo;;;;;;;;;x
b_castleblayney;Castleblayney;Castleblayney;Castleblayney;;Castleblayney;;;;;;;;;x
b_castlegregory;Castelgregory;Castelgregory;Castelgregory;;Castelgregory;;;;;;;;;x
b_cauterets;Cauterets;Cauterets;Cauterets;;Cauterets;;;;;;;;;x
b_cerise;Cerise;Cerise;Cerise;;Cerise;;;;;;;;;x
b_ceton;Ceton;Ceton;Ceton;;Ceton;;;;;;;;;x
b_chateaudoleron;Château-d'Oléron;Château-d'Oléron;Château-d'Oléron;;Château-d'Oléron;;;;;;;;;x
b_chiny;Chiny;Chiny;Chiny;;Chiny;;;;;;;;;x
b_civitanova;Civitanova;Civitanova;Civitanova;;Civitanova;;;;;;;;;x
b_clervaux;Clervaux;Clervaux;Clervaux;;Clervaux;;;;;;;;;x
b_coevorden;Coevorden;Coevorden;Coevorden;;Coevorden;;;;;;;;;x
b_colombo;Colombo;Colombo;Colombo;;Colombo;;;;;;;;;x
b_comminges;Comminges;Comminges;Comminges;;Comminges;;;;;;;;;x
b_conca;Conca;Conca;Conca;;Conca;;;;;;;;;x
b_coniulo;Coniulo;Coniulo;Coniulo;;Coniulo;;;;;;;;;x
b_coolboy;Coolboy;Coolboy;Coolboy;;Coolboy;;;;;;;;;x
b_cootehill;Cootehill;Cootehill;Cootehill;;Cootehill;;;;;;;;;x
b_costigliole;Costigliole;Costigliole;Costigliole;;Costigliole;;;;;;;;;x
b_couserans;Couserans;Couserans;Couserans;;Couserans;;;;;;;;;x
b_craigavon;Craigavon;Craigavon;Craigavon;;Craigavon;;;;;;;;;x
b_crecy;Crécy;Crécy;Crécy;;Crécy;;;;;;;;;x
b_creully;Creully;Creully;Creully;;Creully;;;;;;;;;x
b_croom;Croom;Croom;Croom;;Croom;;;;;;;;;x
b_crowthorne;Crowthorne;Crowthorne;Crowthorne;;Crowthorne;;;;;;;;;x
b_crug_eryr;Crug Eryr;Crug Eryr;Crug Eryr;;Crug Eryr;;;;;;;;;x
b_cynwyd;Cynwyd;Cynwyd;Cynwyd;;Cynwyd;;;;;;;;;x
b_daingean;Daingean;Daingean;Daingean;;Daingean;;;;;;;;;x
b_dalen;Dalen;Dalen;Dalen;;Dalen;;;;;;;;;x
b_damigny;Damigny;Damigny;Damigny;;Damigny;;;;;;;;;x
b_detonti;de Tonti;de Tonti;de Tonti;;de Tonti;;;;;;;;;x
b_devio;de Vio;de Vio;de Vio;;de Vio;;;;;;;;;x
b_digaeta;di Gaeta;di Gaeta;di Gaeta;;di Gaeta;;;;;;;;;x
b_dinant;Dinant;Dinant;Dinant;;Dinant;;;;;;;;;x
b_dinas_bran;Dinas Bran;Dinas Bran;Dinas Bran;;Dinas Bran;;;;;;;;;x
b_dingle;Dingle;Dingle;Dingle;;Dingle;;;;;;;;;x
b_dinoli;di Noli;di Noli;di Noli;;di Noli;;;;;;;;;x
b_dobricevic;Dobricevic;Dobricevic;Dobricevic;;Dobricevic;;;;;;;;;x
b_doesburg;Doesburg;Doesburg;Doesburg;;Doesburg;;;;;;;;;x
b_dolceacqua;Dolce Acqua;Dolce Acqua;Dolce Acqua;;Dolce Acqua;;;;;;;;;x
b_dolusdoleron;Dolus-d'Oléron;Dolus-d'Oléron;Dolus-d'Oléron;;Dolus-d'Oléron;;;;;;;;;x
b_dorgali;Dorgali;Dorgali;Dorgali;;Dorgali;;;;;;;;;x
b_drzic;Drzic;Drzic;Drzic;;Drzic;;;;;;;;;x
b_dugiotok;Dugi Otok;Dugi Otok;Dugi Otok;;Dugi Otok;;;;;;;;;x
b_echternach;Echternach;Echternach;Echternach;;Echternach;;;;;;;;;x
b_edgeworthstown;Edgeworthstown;Edgeworthstown;Edgeworthstown;;Edgeworthstown;;;;;;;;;x
b_eindhoven;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;;;x
b_elvas;Elvas;Elvas;Elvas;;Elvas;;;;;;;;;x
b_enniskillen;Enniskillen;Enniskillen;Enniskillen;;Enniskillen;;;;;;;;;x
b_esperion;Esperion;Esperion;Esperion;;Esperion;;;;;;;;;x
b_eupen;Eupen;Eupen;Eupen;;Eupen;;;;;;;;;x
b_fabriano;Fabriano;Fabriano;Fabriano;;Fabriano;;;;;;;;;x
b_falconara;Falconara;Falconara;Falconara;;Falconara;;;;;;;;;x
b_farnworth;Farnworth;Farnworth;Farnworth;;Farnworth;;;;;;;;;x
b_fexhe;Fexhe;Fexhe;Fexhe;;Fexhe;;;;;;;;;x
b_finale;Finale;Finale;Finale;;Finale;;;;;;;;;x
b_formia;Formia;Formia;Formia;;Formia;;;;;;;;;x
b_forth;Forth;Forth;Forth;;Forth;;;;;;;;;x
b_foschi;Foschi;Foschi;Foschi;;Foschi;;;;;;;;;x
b_foynes;Foynes;Foynes;Foynes;;Foynes;;;;;;;;;x
b_gaer_penrhos;Gaer Penrhos;Gaer Penrhos;Gaer Penrhos;;Gaer Penrhos;;;;;;;;;x
b_garessio;Garessio;Garessio;Garessio;;Garessio;;;;;;;;;x
b_gesves;Gesves;Gesves;Gesves;;Gesves;;;;;;;;;x
b_gioia;Gioia;Gioia;Gioia;;Gioia;;;;;;;;;x
b_giraldi;Giraldi;Giraldi;Giraldi;;Giraldi;;;;;;;;;x
b_glen;Glen;Glen;Glen;;Glen;;;;;;;;;x
b_glenfame;Glenfame;Glenfame;Glenfame;;Glenfame;;;;;;;;;x
b_granville;Granville;Granville;Granville;;Granville;;;;;;;;;x
b_gucetic;Gucetic;Gucetic;Gucetic;;Gucetic;;;;;;;;;x
b_heekeren;Heekeren;Heekeren;Heekeren;;Heekeren;;;;;;;;;x
b_holywell;Holywell;Holywell;Holywell;;Holywell;;;;;;;;;x
b_hoogstraten;Hoogstraten;Hoogstraten;Hoogstraten;;Hoogstraten;;;;;;;;;x
b_houffalize;Houffalize;Houffalize;Houffalize;;Houffalize;;;;;;;;;x
b_hove;Hove;Hove;Hove;;Hove;;;;;;;;;x
b_hunapingvestra;Húnaping Vestra;Húnaping Vestra;Húnaping Vestra;;Húnaping Vestra;;;;;;;;;x
b_hwlffordd;Hwlffordd;Hwlffordd;Hwlffordd;;Hwlffordd;;;;;;;;;x
b_idrone;Idrone;Idrone;Idrone;;Idrone;;;;;;;;;x
b_inniskillen;Inniskillen;Inniskillen;Inniskillen;;Inniskillen;;;;;;;;;x
b_isafjordur;Ísafjördur;Ísafjördur;Ísafjördur;;Ísafjördur;;;;;;;;;x
b_itri;Itri;Itri;Itri;;Itri;;;;;;;;;x
b_ittiri;Ittiri;Ittiri;Ittiri;;Ittiri;;;;;;;;;x
b_jesi;Jesi;Jesi;Jesi;;Jesi;;;;;;;;;x
b_kassopaia;Kassopaia;Kassopaia;Kassopaia;;Kassopaia;;;;;;;;;x
b_korcula;Korcula;Korcula;Korcula;;Korcula;;;;;;;;;x
b_lachaisedieu;La Chaise Dieu;La Chaise Dieu;La Chaise Dieu;;La Chaise Dieu;;;;;;;;;x
b_laloupe;La Loupe;La Loupe;La Loupe;;La Loupe;;;;;;;;;x
b_lannion;Lannion;Lannion;Lannion;;Lannion;;;;;;;;;x
b_lanusei;Lanusei;Lanusei;Lanusei;;Lanusei;;;;;;;;;x
b_latrinitepor;La Trinité-Porhoet;La Trinité-Porhoet;La Trinité-Porhoet;;La Trinité-Porhoet;;;;;;;;;x
b_lavagna;Lavagna;Lavagna;Lavagna;;Lavagna;;;;;;;;;x
b_lechevain;Lechevain;Lechevain;Lechevain;;Lechevain;;;;;;;;;x
b_lerici;Lerici;Lerici;Lerici;;Lerici;;;;;;;;;x
b_leukimi;Leukimi;Leukimi;Leukimi;;Leukimi;;;;;;;;;x
b_limburg;Limburg;Limburg;Limburg;;Limburg;;;;;;;;;x
b_litto;Litto;Litto;Litto;;Litto;;;;;;;;;x
b_llandrindod;Llandrindod;Llandrindod;Llandrindod;;Llandrindod;;;;;;;;;x
b_llanelwedd;Llanelwedd;Llanelwedd;Llanelwedd;;Llanelwedd;;;;;;;;;x
b_llangeitho;Llangeitho;Llangeitho;Llangeitho;;Llangeitho;;;;;;;;;x
b_llangelynin;Llangelynin;Llangelynin;Llangelynin;;Llangelynin;;;;;;;;;x
b_llangorse;Llangorse;Llangorse;Llangorse;;Llangorse;;;;;;;;;x
b_llanidoes;Llanidoes;Llanidoes;Llanidoes;;Llanidoes;;;;;;;;;x
b_llysdinam;Llysdinam;Llysdinam;Llysdinam;;Llysdinam;;;;;;;;;x
b_lochem;Lochem;Lochem;Lochem;;Lochem;;;;;;;;;x
b_lohn;Lohn;Lohn;Lohn;;Lohn;;;;;;;;;x
b_losinj;Losinj;Losinj;Losinj;;Losinj;;;;;;;;;x
b_lourdes;Lourdes;Lourdes;Lourdes;;Lourdes;;;;;;;;;x
b_lukavete;Lukavete;Lukavete;Lukavete;;Lukavete;;;;;;;;;x
b_lurgan;Lurgan;Lurgan;Lurgan;;Lurgan;;;;;;;;;x
b_macerata;Macerata;Macerata;Macerata;;Macerata;;;;;;;;;x
b_maidenhead;Maidenhead;Maidenhead;Maidenhead;;Maidenhead;;;;;;;;;x
b_male;Male;Male;Male;;Male;;;;;;;;;x
b_mallare;Mallare;Mallare;Mallare;;Mallare;;;;;;;;;x
b_malmedy;Malmedy;Malmedy;Malmedy;;Malmedy;;;;;;;;;x
b_manchester;Manchester;Manchester;Manchester;;Manchester;;;;;;;;;x
b_marciana;Marciana;Marciana;Marciana;;Marciana;;;;;;;;;x
b_marennes;Marennes;Marennes;Marennes;;Marennes;;;;;;;;;x
b_marvieu;Marvieu;Marvieu;Marvieu;;Marvieu;;;;;;;;;x
b_meliteieis;Meliteieis;Meliteieis;Meliteieis;;Meliteieis;;;;;;;;;x
b_mencetic;Mencetic;Mencetic;Mencetic;;Mencetic;;;;;;;;;x
b_merthyr_tydfil;Merthyr Tydfil;Merthyr Tydfil;Merthyr Tydfil;;Merthyr Tydfil;;;;;;;;;x
b_mokros;Mokros;Mokros;Mokros;;Mokros;;;;;;;;;x
b_momperone;Momperone;Momperone;Momperone;;Momperone;;;;;;;;;x
b_mondovi;Mondovi;Mondovi;Mondovi;;Mondovi;;;;;;;;;x
b_monkstown;Monkstown;Monkstown;Monkstown;;Monkstown;;;;;;;;;x
b_montegioco;Montegioco;Montegioco;Montegioco;;Montegioco;;;;;;;;;x
b_montorgueil;Mont-Orgueil;Mont-Orgueil;Mont-Orgueil;;Mont-Orgueil;;;;;;;;;x
b_navan;Navan;Navan;Navan;;Navan;;;;;;;;;x
b_nebouzan;Nebouzan;Nebouzan;Nebouzan;;Nebouzan;;;;;;;;;x
b_newcastlewest;Newcastlewest;Newcastlewest;Newcastlewest;;Newcastlewest;;;;;;;;;x
b_newry;Newry;Newry;Newry;;Newry;;;;;;;;;x
b_nizza;Nizza;Nizza;Nizza;;Nizza;;;;;;;;;x
b_noli;Noli;Noli;Noli;;Noli;;;;;;;;;x
b_nouvion;Nouvion;Nouvion;Nouvion;;Nouvion;;;;;;;;;x
b_nucetto;Nucetto;Nucetto;Nucetto;;Nucetto;;;;;;;;;x
b_nuoro;Nuoro;Nuoro;Nuoro;;Nuoro;;;;;;;;;x
b_ohey;Ohey;Ohey;Ohey;;Ohey;;;;;;;;;x
b_orcofeglino;Orco Feglino;Orco Feglino;Orco Feglino;;Orco Feglino;;;;;;;;;x
b_ortonovo;Ortonovo;Ortonovo;Ortonovo;;Ortonovo;;;;;;;;;x
b_orval;Orval;Orval;Orval;;Orval;;;;;;;;;x
b_ostrok;Ostrok;Ostrok;Ostrok;;Ostrok;;;;;;;;;x
b_ovada;Ovada;Ovada;Ovada;;Ovada;;;;;;;;;x
b_ozieri;Ozieri;Ozieri;Ozieri;;Ozieri;;;;;;;;;x
b_pasnan;Pasnan;Pasnan;Pasnan;;Pasnan;;;;;;;;;x
b_perche;Perche;Perche;Perche;;Perche;;;;;;;;;x
b_perlo;Perlo;Perlo;Perlo;;Perlo;;;;;;;;;x
b_pizzicolli;Pizzicolli;Pizzicolli;Pizzicolli;;Pizzicolli;;;;;;;;;x
b_ponziane;Ponziane;Ponziane;Ponziane;;Ponziane;;;;;;;;;x
b_portadown;Portadown;Portadown;Portadown;;Portadown;;;;;;;;;x
b_portoazzurro;Porto Azzurro;Porto Azzurro;Porto Azzurro;;Porto Azzurro;;;;;;;;;x
b_portocervo;Porto Cervo;Porto Cervo;Porto Cervo;;Porto Cervo;;;;;;;;;x
b_positano;Positano;Positano;Positano;;Positano;;;;;;;;;x
b_praiano;Praiano;Praiano;Praiano;;Praiano;;;;;;;;;x
b_rab;Rab;Rab;Rab;;Rab;;;;;;;;;x
b_ravello;Ravello;Ravello;Ravello;;Ravello;;;;;;;;;x
b_recco;Recco;Recco;Recco;;Recco;;;;;;;;;x
b_rhastotza;Rhastotza;Rhastotza;Rhastotza;;Rhastotza;;;;;;;;;x
b_risan;Risan;Risan;Risan;;Risan;;;;;;;;;x
b_rivory;Rivory;Rivory;Rivory;;Rivory;;;;;;;;;x
b_rochefort;Rochefort;Rochefort;Rochefort;;Rochefort;;;;;;;;;x
b_rohan;Rohan;Rohan;Rohan;;Rohan;;;;;;;;;x
b_saintdenisdoleron;Saint-Denis-d'Oléron;Saint-Denis-d'Oléron;Saint-Denis-d'Oléron;;Saint-Denis-d'Oléron;;;;;;;;;x
b_sainthelier;Saint-Hélier;Saint-Hélier;Saint-Hélier;;Saint-Hélier;;;;;;;;;x
b_saintpierredoleron;Saint-Pierre-d'Oléron;Saint-Pierre-d'Oléron;Saint-Pierre-d'Oléron;;Saint-Pierre-d'Oléron;;;;;;;;;x
b_saintpierreport;Saint-Pierre-Port;Saint-Pierre-Port;Saint-Pierre-Port;;Saint-Pierre-Port;;;;;;;;;x
b_saintsever;St-Sever;St-Sever;St-Sever;;St-Sever;;;;;;;;;x
b_sainttrojan;Saint-Trojan;Saint-Trojan;Saint-Trojan;;Saint-Trojan;;;;;;;;;x
b_sanbartolomeo;San Bartolomeo;San Bartolomeo;San Bartolomeo;;San Bartolomeo;;;;;;;;;x
b_sansamiano;San Damiano;San Damiano;San Damiano;;San Damiano;;;;;;;;;x
b_santaeularia;Santa Eularia;Santa Eularia;Santa Eularia;;Santa Eularia;;;;;;;;;x
b_santagiusta;Santa Giusta;Santa Giusta;Santa Giusta;;Santa Giusta;;;;;;;;;x
b_santostefano;Santo Stefano;Santo Stefano;Santo Stefano;;Santo Stefano;;;;;;;;;x
b_sarezzano;Sarezzano;Sarezzano;Sarezzano;;Sarezzano;;;;;;;;;x
b_sarzana;Sarzana;Sarzana;Sarzana;;Sarzana;;;;;;;;;x
b_saudarkrokur;Saudárkrókur;Saudárkrókur;Saudárkrókur;;Saudárkrókur;;;;;;;;;x
b_savigny;Savigny;Savigny;Savigny;;Savigny;;;;;;;;;x
b_scoppetta;Scoppetta;Scoppetta;Scoppetta;;Scoppetta;;;;;;;;;x
b_sebenico;Sebenico;Sebenico;Sebenico;;Sebenico;;;;;;;;;x
b_segatori;Segatori;Segatori;Segatori;;Segatori;;;;;;;;;x
b_selfoss;Selfoss;Selfoss;Selfoss;;Selfoss;;;;;;;;;x
b_senigallia;Senigallia;Senigallia;Senigallia;;Senigallia;;;;;;;;;x
b_sercq;Sercq;Sercq;Sercq;;Sercq;;;;;;;;;x
b_sestrilevante;Sestri Levante;Sestri Levante;Sestri Levante;;Sestri Levante;;;;;;;;;x
b_siniscola;Siniscola;Siniscola;Siniscola;;Siniscola;;;;;;;;;x
b_skagafjordur;Skagafjördur;Skagafjördur;Skagafjördur;;Skagafjördur;;;;;;;;;x
b_slavinetza;Slavinetza;Slavinetza;Slavinetza;;Slavinetza;;;;;;;;;x
b_slough;Slough;Slough;Slough;;Slough;;;;;;;;;x
b_solero;Solero;Solero;Solero;;Solero;;;;;;;;;x
b_sonning;Sonning;Sonning;Sonning;;Sonning;;;;;;;;;x
b_spignosaturnia;Spigno Saturnia;Spigno Saturnia;Spigno Saturnia;;Spigno Saturnia;;;;;;;;;x
b_spotorno;Spotorno;Spotorno;Spotorno;;Spotorno;;;;;;;;;x
b_st_ishmaels;St Ishmaels;St Ishmaels;St Ishmaels;;St Ishmaels;;;;;;;;;x
b_stboulze;Saint-Boulze;Saint-Boulze;Saint-Boulze;;Saint-Boulze;;;;;;;;;x
b_stdisier;Saint-Dizier;Saint-Dizier;Saint-Dizier;;Saint-Dizier;;;;;;;;;x
b_stives;Stives;Stives;Stives;;Stives;;;;;;;;;x
b_stlaurent;Saint-Laurent;Saint-Laurent;Saint-Laurent;;Saint-Laurent;;;;;;;;;x
b_stlo;Saint-Lo;Saint-Lo;Saint-Lo;;Saint-Lo;;;;;;;;;x
b_stmullin;St Mullin;St Mullin;St Mullin;;St Mullin;;;;;;;;;x
b_stneots;St Neots;St Neots;St Neots;;St Neots;;;;;;;;;x
b_stpaterne;Saint Paterne;Saint Paterne;Saint Paterne;;Saint Paterne;;;;;;;;;x
b_surgeres;Surgères;Surgères;Surgères;;Surgères;;;;;;;;;x
b_suza;Suza;Suza;Suza;;Suza;;;;;;;;;x
b_tempio;Tempio Pausania;Tempio Pausania;Tempio Pausania;;Tempio Pausania;;;;;;;;;x
b_tenby;Tenby;Tenby;Tenby;;Tenby;;;;;;;;;x
b_terralba;Terralba;Terralba;Terralba;;Terralba;;;;;;;;;x
b_tintigny;Tintigny;Tintigny;Tintigny;;Tintigny;;;;;;;;;x
b_tolentino;Tolentino;Tolentino;Tolentino;;Tolentino;;;;;;;;;x
b_tortoli;Tortolì;Tortolì;Tortolì;;Tortolì;;;;;;;;;x
b_trebinje;Trebinje;Trebinje;Trebinje;;Trebinje;;;;;;;;;x
b_tregaron;Tregaron;Tregaron;Tregaron;;Tregaron;;;;;;;;;x
b_tullamore;Tullamore;Tullamore;Tullamore;;Tullamore;;;;;;;;;x
b_turnhout;Turnhout;Turnhout;Turnhout;;Turnhout;;;;;;;;;x
b_tywyn;Tywyn;Tywyn;Tywyn;;Tywyn;;;;;;;;;x
b_vadoligure;Vado Ligure;Vado Ligure;Vado Ligure;;Vado Ligure;;;;;;;;;x
b_valenza;Valenza;Valenza;Valenza;;Valenza;;;;;;;;;x
b_varazze;Varazze;Varazze;Varazze;;Varazze;;;;;;;;;x
b_vesturbyggo;Vesturbyggo;Vesturbyggo;Vesturbyggo;;Vesturbyggo;;;;;;;;;x
b_vetranovic;Vetranovic;Vetranovic;Vetranovic;;Vetranovic;;;;;;;;;x
b_vic;Vic;Vic;Vic;;Vic;;;;;;;;;x
b_virton;Virton;Virton;Virton;;Virton;;;;;;;;;x
b_vis;Vis;Vis;Vis;;Vis;;;;;;;;;x
b_vrm;Vrm;Vrm;Vrm;;Vrm;;;;;;;;;x
b_warrenpoint;Warrenpoint;Warrenpoint;Warrenpoint;;Warrenpoint;;;;;;;;;x
b_wendover;Wendover;Wendover;Wendover;;Wendover;;;;;;;;;x
b_westderby;West Derby;West Derby;West Derby;;West Derby;;;;;;;;;x
b_windsor;Windsor;Windsor;Windsor;;Windsor;;;;;;;;;x
b_wokingham;Wokingham;Wokingham;Wokingham;;Wokingham;;;;;;;;;x
b_wycombe;Wycombe;Wycombe;Wycombe;;Wycombe;;;;;;;;;x
b_yssingeaux;Yssingeaux;Yssingeaux;Yssingeaux;;Yssingeaux;;;;;;;;;x
b_ystradgynlais;Ystradgynlais;Ystradgynlais;Ystradgynlais;;Ystradgynlais;;;;;;;;;x
b_zetlivi;Zetlivi;Zetlivi;Zetlivi;;Zetlivi;;;;;;;;;x
c_tidjikja;Tidjikja;Tidjikja;Tidjikja;;Tidjikja;;;;;;;;;x
c_tidjikja_adj;Tidjikjane;Tidjikjane;Tidjikjane;;Tidjikjane;;;;;;;;;x
b_rachid;Rachid;Rachid;Rachid;;Rachid;;;;;;;;;x
b_boumdeit;Boumdeit;Boumdeit;Boumdeit;;Boumdeit;;;;;;;;;x
b_serotandi;Serotandi;Serotandi;Serotandi;;Serotandi;;;;;;;;;x
c_abauj_adj_german;Neuburger;Neuburger;Neuburger;;Neuburger;;;;;;;;;x
c_agugliastra;Agugliastra;Agugliastra;Agugliastra;;Agugliastra;;;;;;;;;x
c_agugliastra_adj;ogliastriane;ogliastriane;ogliastriane;;ogliastriane;;;;;;;;;x
c_albania_adj_armenian;Aghvankian;Aghvankian;Aghvankian;;Aghvankian;;;;;;;;;x
c_albany_adj_gaelic;Fiobhan;Fiobhan;Fiobhan;;Fiobhan;;;;;;;;;x
c_albi;Albi;Albi;Albi;;Albi;;;;;;;;;x
c_albi_adj;Albi;Albi;Albi;;Albi;;;;;;;;;x
c_alencon;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
c_alencon_adj;Alençonnaise;Alençonnaise;Alençonnaise;;Alençonnaise;;;;;;;;;x
c_alessandria;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
c_alessandria_adj;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
c_alpunte_adj;Alpuntane;Alpuntane;Alpuntane;;Alpuntane;;;;;;;;;x
c_amalfi;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;;x
c_amalfi_adj;amalfitaine;amalfitaine;amalfitaine;;amalfitaine;;;;;;;;;x
c_aoudaghost_adj;Aoudaghoste;Aoudaghoste;Aoudaghoste;;Aoudaghoste;;;;;;;;;x
c_araouane_adj;Araouane;Araouane;Araouane;;Araouane;;;;;;;;;x
c_argyll_adj_gaelic;Ghàidheal;Ghàidheal;Ghàidheal;;Ghàidheal;;;;;;;;;x
c_argyll_adj_irish;Ghàidheal;Ghàidheal;Ghàidheal;;Ghàidheal;;;;;;;;;x
c_armargh_adj;Armarghoise;Armarghoise;Armarghoise;;Armarghoise;;;;;;;;;x
c_artois_adj;Artésiens;Artésiens;Artésiens;;Artésiens;;;;;;;;;x
c_artois_adj_dutch;Artesiër;Artesiër;Artesiër;;Artesiër;;;;;;;;;x
c_asti;Asti;Asti;Asti;;Asti;;;;;;;;;x
c_asti_adj;astigiani;astigiani;astigiani;;astigiani;;;;;;;;;x
c_atholl_adj_gaelic;Athaill;Athaill;Athaill;;Athaill;;;;;;;;;x
c_aunis;Aunis;Aunis;Aunis;;Aunis;;;;;;;;;x
c_aunis_adj;Aunisienne;Aunisienne;Aunisienne;;Aunisienne;;;;;;;;;x
c_baluchistan_adj;Baluchistane;Baluchistane;Baluchistane;;Baluchistane;;;;;;;;;x
c_bambuk_adj;Babouke;Babouke;Babouke;;Babouke;;;;;;;;;x
c_bar;Bar;Bar;Bar;;Bar;;;;;;;;;x
c_bar_adj;Barroise;Barroise;Barroise;;Barroise;;;;;;;;;x
c_bayeux;Bayeux;Bayeux;Bayeux;;Bayeux;;;;;;;;;x
c_bayeux_adj;Bayeusaine;Bayeusaine;Bayeusaine;;Bayeusaine;;;;;;;;;x
c_berks;Bearroc;Bearroc;Bearroc;;Bearroc;;;;;;;;;x
c_berks_adj;Bearrocsfolk;Bearrocsfolk;Bearrocsfolk;;Bearrocsfolk;;;;;;;;;x
c_bezhetsky_verh_adj_finno_ugric;Nevajärvian;Nevajärvian;Nevajärvian;;Nevajärvian;;;;;;;;;x
