#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
serbian_building_1;Small Husar Cavalry Bands;Petit haras de cavalerie hussarde;Kleiner Husarenübungsplatz;;x;;;;;;;;;
ca_culture_group_iberian_4;Large Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grandex;;;;;;;;;
ca_culture_group_iberian_5;Great Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grandex;;;;;;;;;
ca_culture_italian_1;Small Pike Training Ground;Terrain des picchiere;Kleiner Pikenier-Übungsplatz;;Zona de entrenamiento con lanza pequeñax;;;;;;;;;
ca_culture_italian_2;Pike Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanzax;;;;;;;;;
ca_culture_italian_3;Medium Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;
ca_culture_italian_4;Large Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;
ca_culture_italian_5;Great Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;
ca_culture_russian_1;Small Druzhina Training Ground;Camp des druzhinas;Kleiner Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas pequeñax;;;;;;;;;
ca_culture_russian_2;Druzhina Training Ground;Garde des druzhinas;Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectasx;;;;;;;;;
ca_culture_russian_3;Medium Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;
ca_culture_russian_4;Large Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;
ca_culture_russian_5;Great Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;
ca_culture_irish_1;Small Gallowglass Training Ground;Petit terrain d'entraînement des mercenaires irlandais;Kleines Gallowglass-Reitgelände ;;Pequeño campo de entrenamiento de Gallowglassx;;;;;;;;;
ca_culture_irish_2;Gallowglass Training Ground;Terrain d'entraînement des mercenaires irlandais;Gallowglass-Reitgelände ;;Campo de entrenamiento de Gallowglassx;;;;;;;;;
ca_culture_irish_3;Medium Gallowglass Training Ground;Grand terrain d'entraînement des mercenaires irlandais;Großes Gallowglass-Reitgelände ;;Gran campo de entrenamiento de Gallowglassx;;;;;;;;;
ca_culture_irish_4;Large Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände ;;Enorme campo de entrenamiento de Gallowglassx;;;;;;;;;
ca_culture_irish_5;Great Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände ;;Enorme campo de entrenamiento de Gallowglassx;;;;;;;;;
ca_culture_group_byzantine_1;Small Cataphract Training Ground;Petit terrain d'entraînement des cataphractaires;Kleines Kataphrakt-Reitgelände;;Pequeño campo de entrenamiento de Catafractax;;;;;;;;;
ca_culture_group_byzantine_2;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafractax;;;;;;;;;
ca_culture_group_byzantine_3;Medium Cataphract Training Ground;Grand terrain d'entraînement des cataphractaires;Großes Kataphrakt-Reitgelände;;Gran campo de entrenamiento de Catafractax;;;;;;;;;
ca_culture_group_byzantine_4;Large Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände ;;Enorme campo de entrenamiento de Catafractax;;;;;;;;;
ca_culture_group_byzantine_5;Great Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände ;;Enorme campo de entrenamiento de Catafractax;;;;;;;;;
ca_culture_group_south_slavic_1;Small Gusar Training Ground;Petit terrain d'entraînement des gusars;Kleines Gusaren-Reitgelände ;;Pequeño campo de entrenamiento de Gusarx;;;;;;;;;
ca_culture_group_south_slavic_2;Gusar Training Ground;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusarx;;;;;;;;;
ca_culture_group_south_slavic_3;Medium Gusar Training Ground;Grand terrain d'entraînement des gusars;Großes Gusaren-Reitgelände;;Gran campo de entrenamiento de Gusarx;;;;;;;;;
ca_culture_group_south_slavic_4;Large Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusarx;;;;;;;;;
ca_culture_group_south_slavic_5;Great Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusarx;;;;;;;;;
ca_culture_hungarian_1;Small Hussar Training Ground;Petit terrain d'entraînement des hussards;Kleines Huscarl-Übungsgelände;;Pequeño campo de entrenamiento de húsaresx;;;;;;;;;
ca_culture_hungarian_2;Hussar Training Ground;Terrain d'entraînement des hussards;Husaren-Übungsgelände;;Campo de entrenamiento de húsaresx;;;;;;;;;
ca_culture_hungarian_3;Medium Hussar Training Ground;Grand terrain d'entraînement des hussards;Großes Husaren-Übungsgelände;;Gran campo de entrenamiento de húsaresx;;;;;;;;;
ca_culture_hungarian_4;Large Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsaresx;;;;;;;;;
ca_culture_hungarian_5;Great Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsaresx;;;;;;;;;
dutch_building_1;Flemish Pike Levy;Groupes de piquiers Flammands;Flämische Spießabgabe;;x;;;;;;;;;
dutch_building_2;Flemish Pike Grounds;Dortoir de piquiers Flammands;Flämische Spießgründe;;x;;;;;;;;;
dutch_building_3;Urban Flemish Pike Grounds;Dortoir urbain de piquiers Flammands;Städtische Flämische Spießgründe;;x;;;;;;;;;
dutch_building_4;Flemish Pikeman Barracks;Caserne de piquiers Flammands;;Flämische Spießenträgerkaserne;;x;;;;;;;;
dutch_building_5;Large Flemish Pikeman Barracks;Caserne de piquiers Flammands;;Flämische Spießenträgerkaserne;;x;;;;;;;;
polish_building_1;Petty Lords Gathering;Assemblée de petits seigneurs;;Zusammenstellung belanglose Herren;;x;;;;;;;;
polish_building_2;Minor Lords Gathering;Assemblée de seigneurs mineurs;;Zusammenstellung kleine Herren;;x;;;;;;;;
polish_building_3;Vassal Lords Gathering Grounds;Assemblée de nobles seigneurs;;Zusammenstellung Vassalherren;;x;;;;;;;;
polish_building_4;Large Feudal Gathering;Suite personnelle du roi;;Persönliche Gefolgschaft des Königs;;x;;;;;;;;
polish_building_5;Great Feudal Gathering;Suite personnelle du roi;;Persönliche Gefolgschaft des Königs;;x;;;;;;;;
sicilian_building_1;Local Saracen Bowmen Recruitment;Centre de recrutement d'archers sarazzins locaux;Lokaler sarazenischen Bogenschützen Rekrutierung;;x;;;;;;;;;
sicilian_building_2;Rural Saracen Archery Range;Centre de recrutement d'archers sarazzins ruraux;Ländlichen sarazenischen Bogenschützen Rekrutierung;;x;;;;;;;;;
sicilian_building_3;Urban Saracen Archery Range;Centre de recrutement d'archers sarazzins urbains;Städtische sarazenischen Bogenschützen Rekrutierung;;x;;;;;;;;;
sicilian_building_4;Large Saracen Archer Detachment;Centre de recrutement d'archer sarazzins permanents;Ständige Sarazene Bogenschützabteilung;;x;;;;;;;;;
sicilian_building_5;Permanent Saracen Archer Detachment;Centre de recrutement d'archer sarazzins permanents;Ständige Sarazene Bogenschützabteilung;;x;;;;;;;;;
caucasus_building_1;Caucasian Warrior Camp;Camp de guerriers caucasiens;;Kaukasische Kriegerlager;;x;;;;;;;;
caucasus_building_2;Caucasian Infantry Grounds;Camp d'infanterie caucasiens;;Kaukasische Infantriegründe;;x;;;;;;;;
caucasus_building_3;Caucasian Armoury;Armurerie Caucasienne;;Kaukasisches Zeughaus;;x;;;;;;;;
caucasus_building_4;Large Caucasian Warrior Host;Grand camp de guerriers caucasiens;;Große Kaukasische Kriegerschar;;x;;;;;;;;
caucasus_building_5;Great Caucasian Warrior Host;Grand camp de guerriers caucasiens;;Große Kaukasische Kriegerschar;;x;;;;;;;;
ca_culture_group_north_germanic_2;Housecarl Training Ground;Terrain d'entraînement des housecarls;Huscarl-Übungsgelände;;Campo de entrenamiento de huscarlesx;;;;;;;;;
ca_culture_group_north_germanic_3;Medium Housecarl Training Ground;Grand terrain d'entraînement des housecarls;Großes Huscarl-Übungsgelände;;Gran campo de entrenamiento de huscarlesx;;;;;;;;;
ca_culture_group_north_germanic_4;Large Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarlesx;;;;;;;;;
ca_culture_group_north_germanic_5;Great Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarlesx;;;;;;;;;
ca_culture_ethiopian_1;Small Ethiopian Drilling Grounds;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíopex;;;;;;;;;
ca_culture_ethiopian_2;Ethiopian Drilling Grounds;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíopex;;;;;;;;;
ca_culture_ethiopian_3;Medium Ethiopian Drilling Grounds;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíopex;;;;;;;;;
ca_culture_ethiopian_4;Large Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_ethiopian_5;Great Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_west_african_1;Small West African Free Warrior Lodge;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíopex;;;;;;;;;
ca_culture_west_african_2; West African Free Warrior Lodge;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíopex;;;;;;;;;
ca_culture_west_african_3;Medium West African Free Warrior Lodge;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíopex;;;;;;;;;
ca_culture_west_african_4;Large West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_west_african_5;Great West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_eastern_heavy_cav_1;Small Anatolian Cavalry Drilling Ground;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíopex;;;;;;;;;
ca_culture_eastern_heavy_cav_2;Anatolian Cavalry Drilling Ground;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíopex;;;;;;;;;
ca_culture_eastern_heavy_cav_3;Medium Anatolian Cavalry Drilling Ground;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíopex;;;;;;;;;
ca_culture_eastern_heavy_cav_4;Large Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_eastern_heavy_cav_5;Great Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíopex;;;;;;;;;
ca_culture_maghreb_arabic_1;Small Maghreb Gathering Grounds;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellosx;;;;;;;;;
ca_culture_maghreb_arabic_2;Maghreb Gathering Grounds;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellosx;;;;;;;;;
ca_culture_maghreb_arabic_3;Medium Maghreb Gathering Grounds;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellosx;;;;;;;;;
