#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ca_culture_group_altaic_5;Great Riding Grounds;Grande chevauchée;Riesiges Reitgelände;;Zona de equitación muy grande;;;;;;;;;x;
ca_culture_frank_norman_german_1;Squire Lists;Lices des écuyers;Knappenlisten;;Listas de escuderos;;;;;;;;;x;
ca_culture_frank_norman_german_2;Knight Lists;Lice des cavaliers;Ritterlisten;;Listas de caballeros;;;;;;;;;x;
ca_culture_frank_norman_german_3;Chevalier Lists;Lice des chevaliers;Chevalier-Listen;;Listas de caballeros;;;;;;;;;x;
ca_culture_frank_norman_german_4;Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justas;;;;;;;;;x;
ca_culture_frank_norman_german_5;Large Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justas;;;;;;;;;x;
ca_culture_group_arabic_1;Small Bedouin Cavalry Riding Ground;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x;
ca_culture_group_arabic_2;Bedouin Cavalry Riding Ground;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x;
ca_culture_group_arabic_3;Medium Bedouin Cavalry Riding Ground;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x;
ca_culture_group_arabic_4;Large Bedouin Cavalry Riding Ground;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_group_arabic_5;Great Bedouin Cavalry Riding Ground;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_group_iberian_1;Small Caballero Training Ground;Enclos des cabelleros;Kleiner Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros pequeña;;;;;;;;;x;
ca_culture_group_iberian_2;Caballero Training Ground;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x;
ca_culture_group_iberian_3;Medium Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x;
ca_culture_group_iberian_4;Large Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x;
ca_culture_group_iberian_5;Great Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x;
ca_culture_italian_1;Small Pike Training Ground;Terrain des picchiere;Kleiner Pikenier-Übungsplatz;;Zona de entrenamiento con lanza pequeña;;;;;;;;;x;
ca_culture_italian_2;Pike Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x;
ca_culture_italian_3;Medium Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grande;;;;;;;;;x;
ca_culture_italian_4;Large Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grande;;;;;;;;;x;
ca_culture_italian_5;Great Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grande;;;;;;;;;x;
ca_culture_russian_1;Small Druzhina Training Ground;Camp des druzhinas;Kleiner Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas pequeña;;;;;;;;;x;
ca_culture_russian_2;Druzhina Training Ground;Garde des druzhinas;Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas;;;;;;;;;x;
ca_culture_russian_3;Medium Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grande;;;;;;;;;x;
ca_culture_russian_4;Large Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grande;;;;;;;;;x;
ca_culture_russian_5;Great Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grande;;;;;;;;;x;
ca_culture_irish_1;Small Gallowglass Training Ground;Petit terrain d'entraînement des mercenaires irlandais;Kleines Gallowglass-Reitgelände ;;Pequeño campo de entrenamiento de Gallowglass;;;;;;;;;x;
ca_culture_irish_2;Gallowglass Training Ground;Terrain d'entraînement des mercenaires irlandais;Gallowglass-Reitgelände ;;Campo de entrenamiento de Gallowglass;;;;;;;;;x;
ca_culture_irish_3;Medium Gallowglass Training Ground;Grand terrain d'entraînement des mercenaires irlandais;Großes Gallowglass-Reitgelände ;;Gran campo de entrenamiento de Gallowglass;;;;;;;;;x;
ca_culture_irish_4;Large Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände ;;Enorme campo de entrenamiento de Gallowglass;;;;;;;;;x;
ca_culture_irish_5;Great Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände ;;Enorme campo de entrenamiento de Gallowglass;;;;;;;;;x;
ca_culture_group_byzantine_1;Small Cataphract Training Ground;Petit terrain d'entraînement des cataphractaires;Kleines Kataphrakt-Reitgelände;;Pequeño campo de entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_2;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_3;Medium Cataphract Training Ground;Grand terrain d'entraînement des cataphractaires;Großes Kataphrakt-Reitgelände;;Gran campo de entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_4;Large Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände ;;Enorme campo de entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_byzantine_5;Great Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände ;;Enorme campo de entrenamiento de Catafracta;;;;;;;;;x;
ca_culture_group_south_slavic_1;Small Gusar Training Ground;Petit terrain d'entraînement des gusars;Kleines Gusaren-Reitgelände ;;Pequeño campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_2;Gusar Training Ground;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_3;Medium Gusar Training Ground;Grand terrain d'entraînement des gusars;Großes Gusaren-Reitgelände;;Gran campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_4;Large Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_group_south_slavic_5;Great Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusar;;;;;;;;;x;
ca_culture_hungarian_1;Small Hussar Training Ground;Petit terrain d'entraînement des hussards;Kleines Huscarl-Übungsgelände;;Pequeño campo de entrenamiento de húsares;;;;;;;;;x;
ca_culture_hungarian_2;Hussar Training Ground;Terrain d'entraînement des hussards;Husaren-Übungsgelände;;Campo de entrenamiento de húsares;;;;;;;;;x;
ca_culture_hungarian_3;Medium Hussar Training Ground;Grand terrain d'entraînement des hussards;Großes Husaren-Übungsgelände;;Gran campo de entrenamiento de húsares;;;;;;;;;x;
ca_culture_hungarian_4;Large Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsares;;;;;;;;;x;
ca_culture_hungarian_5;Great Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsares;;;;;;;;;x;
dutch_building_1;Flemish Pike Levy;Groupes de piquiers Flammands;Flämische Spießabgabe;;;;;;;;;;;x;
dutch_building_2;Flemish Pike Grounds;Dortoir de piquiers Flammands;Flämische Spießgründe;;;;;;;;;;;x;
dutch_building_3;Urban Flemish Pike Grounds;Dortoir urbain de piquiers Flammands;Städtische Flämische Spießgründe;;;;;;;;;;;x;
dutch_building_4;Flemish Pikeman Barracks;Caserne de piquiers Flammands;;Flämische Spießenträgerkaserne;;;;;;;;;;;x
dutch_building_5;Large Flemish Pikeman Barracks;Caserne de piquiers Flammands;;Flämische Spießenträgerkaserne;;;;;;;;;;;x
polish_building_1;Petty Lords Gathering;Assemblée de petits seigneurs;;Zusammenstellung belanglose Herren;;;;;;;;;;;x
polish_building_2;Minor Lords Gathering;Assemblée de seigneurs mineurs;;Zusammenstellung kleine Herren;;;;;;;;;;;x
polish_building_3;Vassal Lords Gathering Grounds;Assemblée de nobles seigneurs;;Zusammenstellung Vassalherren;;;;;;;;;;;x
polish_building_4;Large Feudal Gathering;Suite personnelle du roi;;Persönliche Gefolgschaft des Königs;;;;;;;;;;;x
polish_building_5;Great Feudal Gathering;Suite personnelle du roi;;Persönliche Gefolgschaft des Königs;;;;;;;;;;;x
sicilian_building_1;Local Saracen Bowmen Recruitment;Centre de recrutement d'archers sarazzins locaux;Lokaler sarazenischen Bogenschützen Rekrutierung;;;;;;;;;;;x;
sicilian_building_2;Rural Saracen Archery Range;Centre de recrutement d'archers sarazzins ruraux;Ländlichen sarazenischen Bogenschützen Rekrutierung;;;;;;;;;;;x;
sicilian_building_3;Urban Saracen Archery Range;Centre de recrutement d'archers sarazzins urbains;Städtische sarazenischen Bogenschützen Rekrutierung;;;;;;;;;;;x;
sicilian_building_4;Large Saracen Archer Detachment;Centre de recrutement d'archer sarazzins permanents;Ständige Sarazene Bogenschützabteilung;;;;;;;;;;;x;
sicilian_building_5;Permanent Saracen Archer Detachment;Centre de recrutement d'archer sarazzins permanents;Ständige Sarazene Bogenschützabteilung;;;;;;;;;;;x;
caucasus_building_1;Caucasian Warrior Camp;Camp de guerriers caucasiens;;Kaukasische Kriegerlager;;;;;;;;;;;x
caucasus_building_2;Caucasian Infantry Grounds;Camp d'infanterie caucasiens;;Kaukasische Infantriegründe;;;;;;;;;;;x
caucasus_building_3;Caucasian Armoury;Armurerie Caucasienne;;Kaukasisches Zeughaus;;;;;;;;;;;x
caucasus_building_4;Large Caucasian Warrior Host;Grand camp de guerriers caucasiens;;Große Kaukasische Kriegerschar;;;;;;;;;;;x
caucasus_building_5;Great Caucasian Warrior Host;Grand camp de guerriers caucasiens;;Große Kaukasische Kriegerschar;;;;;;;;;;;x
ca_culture_group_north_germanic_2;Housecarl Training Ground;Terrain d'entraînement des housecarls;Huscarl-Übungsgelände;;Campo de entrenamiento de huscarles;;;;;;;;;x;
ca_culture_group_north_germanic_3;Medium Housecarl Training Ground;Grand terrain d'entraînement des housecarls;Großes Huscarl-Übungsgelände;;Gran campo de entrenamiento de huscarles;;;;;;;;;x;
ca_culture_group_north_germanic_4;Large Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarles;;;;;;;;;x;
ca_culture_group_north_germanic_5;Great Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarles;;;;;;;;;x;
ca_culture_ethiopian_1;Small Ethiopian Drilling Grounds;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíope;;;;;;;;;x;
ca_culture_ethiopian_2;Ethiopian Drilling Grounds;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíope;;;;;;;;;x;
ca_culture_ethiopian_3;Medium Ethiopian Drilling Grounds;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíope;;;;;;;;;x;
ca_culture_ethiopian_4;Large Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_ethiopian_5;Great Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_west_african_1;Small West African Free Warrior Lodge;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíope;;;;;;;;;x;
ca_culture_west_african_2; West African Free Warrior Lodge;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíope;;;;;;;;;x;
ca_culture_west_african_3;Medium West African Free Warrior Lodge;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíope;;;;;;;;;x;
ca_culture_west_african_4;Large West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_west_african_5;Great West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_eastern_heavy_cav_1;Small Anatolian Cavalry Drilling Ground;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände ;;Pequeño campo de ejercicio etíope;;;;;;;;;x;
ca_culture_eastern_heavy_cav_2;Anatolian Cavalry Drilling Ground;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände ;;Campo de ejercicio etíope;;;;;;;;;x;
ca_culture_eastern_heavy_cav_3;Medium Anatolian Cavalry Drilling Ground;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände ;;Gran campo de ejercicio etíope;;;;;;;;;x;
ca_culture_eastern_heavy_cav_4;Large Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_eastern_heavy_cav_5;Great Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände ;;Enorme campo de ejercicio etíope;;;;;;;;;x;
ca_culture_maghreb_arabic_1;Small Maghreb Gathering Grounds;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x;
ca_culture_maghreb_arabic_2;Maghreb Gathering Grounds;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x;
ca_culture_maghreb_arabic_3;Medium Maghreb Gathering Grounds;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x;
ca_culture_maghreb_arabic_4;Large Maghreb Gathering Grounds;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_maghreb_arabic_5;Great Maghreb Gathering Grounds;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_egyptian_arabic_1;Small Mameluke Parade Square;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x;
ca_culture_egyptian_arabic_2;Mameluke Parade Square;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x;
ca_culture_egyptian_arabic_3;Medium Mameluke Parade Square;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x;
ca_culture_egyptian_arabic_4;Large Mameluke Parade Square;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_egyptian_arabic_5;Great Mameluke Parade Square;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_levantine_arabic_1;Small Levant Training Field;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x;
ca_culture_levantine_arabic_2;Levant Training Field;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x;
ca_culture_levantine_arabic_3;Medium Levant Training Field;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x;
ca_culture_levantine_arabic_4;Large Levant Training Field;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_culture_levantine_arabic_5;Great Levant Training Field;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x;
ca_army_barracks_1;Army - Small Barracks;x;x;x;;;;;;;;;x;;
ca_army_barracks_2;Army - Medium Barracks;x;x;x;;;;;;;;;x;;
ca_army_barracks_3;Army - Large Barracks;x;x;x;;;;;;;;;x;;
ca_army_barracks_4;Army - Huge Barracks;x;x;x;;;;;;;;;x;;
ca_army_barracks_5;Army - Royal Barracks;x;x;x;;;;;;;;;x;;
ca_army_drilling_1;Army - Basic Drill Yard;x;x;x;;;;;;;;;x;;
ca_army_drilling_2;Army - Small Drill Yard;x;x;x;;;;;;;;;x;;
ca_army_drilling_3;Army - Medium Drill Yard;x;x;x;;;;;;;;;x;;
ca_army_drilling_4;Army - Large Drill Yard;x;x;x;;;;;;;;;x;;
ca_army_drilling_5;Army - Massive Drill Yard;x;x;x;;;;;;;;;x;;
ca_fort_mob_1;Fortifications - Sentry Towers;x;x;x;;;;;;;;;x;;
ca_fort_mob_2;Fortifications - Mounted Patrols;x;x;x;;;;;;;;;x;;
ca_fort_mob_3;Fortifications - Sally Ports;x;x;x;;;;;;;;;x;;
ca_fort_mob_4;Fortifications - Raiding Parties;x;x;x;;;;;;;;;x;;
ca_fort_mob_5;Fortifications - Large Raiding Parties;x;x;x;;;;;;;;;x;;
ca_fort_def_1;Fortifications - Moat;x;x;x;;;;;;;;;x;;
ca_fort_def_2;Fortifications - Firing Slits;x;x;x;;;;;;;;;x;;
ca_fort_def_3;Fortifications - Reinforced Walls;x;x;x;;;;;;;;;x;;
ca_fort_def_4;Fortifications - Rounded Enflilade Towers;x;x;x;;;;;;;;;x;;
ca_fort_def_5;Fortifications - Secondary Inner Wall;x;x;x;;;;;;;;;x;;
ca_fort_1;Keep - Basic Keep;x;x;x;;;;;;;;;x;;
ca_fort_2;Keep - Medium Keep;x;x;x;;;;;;;;;x;;
ca_fort_3;Keep - Large Keep;x;x;x;;;;;;;;;x;;
ca_fort_4;Keep -Great Keep;x;x;x;;;;;;;;;x;;
ca_fort_5;Keep - Spectacular Keep;x;x;x;;;;;;;;;x;;
ca_econ_town_1;Econ - Tiny Castle Town;x;x;x;;;;;;;;;x;;
ca_econ_town_2;Econ - Small Castle Town;x;x;x;;;;;;;;;x;;
ca_econ_town_3;Econ - Medium Castle Town;x;x;x;;;;;;;;;x;;
ca_econ_town_4;Econ - Large Castle Town;x;x;x;;;;;;;;;x;;
ca_econ_town_5;Econ - Bustling Castle Town;x;x;x;;;;;;;;;x;;
ca_econ_peasant_1;Econ - Peasant Farmland;x;x;x;;;;;;;;;x;;
ca_econ_peasant_2;Econ - Growing Peasant Farmland;x;x;x;;;;;;;;;x;;
ca_econ_peasant_3;Econ - Flourishing Peasant Farmland;x;x;x;;;;;;;;;x;;
ca_econ_peasant_4;Econ - Rich Peasant Farmland;x;x;x;;;;;;;;;x;;
ca_econ_peasant_5;Econ - Abundant Peasant Farmland;x;x;x;;;;;;;;;x;;
ca_econ_feudal_1;Econ - Sparse Feudal Estates;x;x;x;;;;;;;;;x;;
ca_econ_feudal_2;Econ - Meager Feudal Estates;x;x;x;;;;;;;;;x;;
ca_econ_feudal_3;Econ - Medium Feudal Estates;x;x;x;;;;;;;;;x;;
ca_econ_feudal_4;Econ - Considerable Feudal Estates;x;x;x;;;;;;;;;x;;
ca_econ_feudal_5;Econ - Extensive Feudal Estates;x;x;x;;;;;;;;;x;;
ca_econ_trade_1;Econ - Small Trading Post;x;x;x;;;;;;;;;x;;
ca_econ_trade_2;Econ - Large Trading Post;x;x;x;;;;;;;;;x;;
ca_econ_trade_3;Econ - Trade Caravans;x;x;x;;;;;;;;;x;;
ca_econ_trade_4;Econ - Merchant Guilds;x;x;x;;;;;;;;;x;;
ca_econ_trade_5;Econ - Massive Trade Marketplace;x;x;x;;;;;;;;;x;;
RETTYPE_CUL_En1;Heavy Longbow;Archers longs lourds;x;x;;;;;;;;;x;;
RETTYPE_CUL_En2;English Skirmish;Escarmouche anglaise;x;x;;;;;;;;;x;;
RETTYPE_CUL_En3;English Infantry;Infanterie anglaise;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sc1;Heavy Schiltron;Schiltron lourd;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sc2;Light Schiltron;Schiltron léger;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sc3;Skirmish Schiltron;Schiltron d'escarmouche;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ba1;Pagan Nobles;Nobles baltiques;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ba2;Heavy Baltic Infantry;Infanterie baltique lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ba3;Baltic Infantry;Infanterie baltique ;x;x;;;;;;;;;x;;
RETTYPE_CUL_At1;Eastern Horse Archers;Archers montés altaïques;x;x;;;;;;;;;x;;
RETTYPE_CUL_At2;Mixed Altaic;Unité altaïque mixte;x;x;;;;;;;;;x;;
RETTYPE_CUL_At3;Altaic Skirmish;Escarmouche altaïque;x;x;;;;;;;;;x;;
RETTYPE_CUL_Fr1;French Knights;Chevaliers francs;x;x;;;;;;;;;x;;
RETTYPE_CUL_Fr2;French Sergeants;Sergents francs;x;x;;;;;;;;;x;;
RETTYPE_CUL_Fr3;Men-at-Arms;Hommes d'armes;x;x;;;;;;;;;x;;
RETTYPE_CUL_G1;German Knights;Chevaliers allemands;x;x;;;;;;;;;x;;
RETTYPE_CUL_G2;Swiss Pikemen;Piquiers suisses;x;x;;;;;;;;;x;;
RETTYPE_CUL_G3;Men-at-Arms;Hommes d'armes;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ib1;Noble Cavalry;Cavalerie noble;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ib2;Heavy Caballero;Caballeros lourds;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ib3;Heavy Caballero;Caballeros lourds;x;x;;;;;;;;;x;;
RETTYPE_CUL_It1;Heavy City Militia;Milice urbaine lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_It2;Light City Militia;Milice urbaine légère;x;x;;;;;;;;;x;;
RETTYPE_CUL_It3;Pike and Crossbow Militia;Piquiers et arbalétriers;x;x;;;;;;;;;x;;
RETTYPE_CUL_R1;Heavy Durzniha;Durzinhas lourds;x;x;;;;;;;;;x;;
RETTYPE_CUL_R2;Steppe Durzniha;Durzinhas des steppes;x;x;;;;;;;;;x;;
RETTYPE_CUL_R3;Light Durzniha;Durzinhas légers;x;x;;;;;;;;;x;;
RETTYPE_CUL_N1;Heavy Housecarl;Huscarls lourds;x;x;;;;;;;;;x;;
RETTYPE_CUL_N2;Light Housecarl;Huscarls légers;x;x;;;;;;;;;x;;
RETTYPE_CUL_N3;Fyrd;Fyrd;x;x;;;;;;;;;x;;
RETTYPE_CUL_Hu1;Magyar Horse Archers;Archers montés magyars;x;x;;;;;;;;;x;;
RETTYPE_CUL_Hu2;Hungarian Skirmishers;Escarmouche hongroise;x;x;;;;;;;;;x;;
RETTYPE_CUL_Hu3;Light Magyar;Unité magyar légère;x;x;;;;;;;;;x;;
RETTYPE_CUL_P1;Polish Knights;Chevaliers polonais;x;x;;;;;;;;;x;;
RETTYPE_CUL_P2;Mixed Polish;Unité polonaise mixte;x;x;;;;;;;;;x;;
RETTYPE_CUL_P3;Polish Infantry;Infanterie polonaise;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bd1;Bedouin Cavalry Swarm;Cavalerie bédouine en nuée;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bd2;Bedouin Raiding Party;Pillards bédouins;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bd3;Bedouin Light Infantry;Infanterie légère bédouine;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ep1;Lancer Mameluke;Lanciers mamlouks;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ep2;Horse Archer Mameluke;Archers montés mamlouks;x;x;;;;;;;;;x;;
