#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000190004;The peoples celebrate the revelation of the truth. In the optimism spreading the realm, they are hoping to see the prophet.;The peoples celebrate the revelation of the truth. In the optimism spreading the realm, they are hoping to see the prophet.;The peoples celebrate the revelation of the truth. In the optimism spreading the realm, they are hoping to see the prophet.;;The peoples celebrate the revelation of the truth. In the optimism spreading the realm, they are hoping to see the prophet.;;;;;;;;x
EVTOPTA1000190004;It's the holiest of times and places.;It's the holiest of times and places.;It's the holiest of times and places.;;It's the holiest of times and places.;;;;;;;;;x
EVTDESC1000190005;Sire,\n\n The faithful people in the realm are proposing a dedicated structure to fully dedicate to the one true faith.\nThey are asking for help to make it in less than two years.;Sire,\n\n The faithful people in the realm are proposing a dedicated structure to fully dedicate to the one true faith.\nThey are asking for help to make it in less than two years.;Sire,\n\n The faithful people in the realm are proposing a dedicated structure to fully dedicate to the one true faith.\nThey are asking for help to make it in less than two years.;;Sire,\n\n The faithful people in the realm are proposing a dedicated structure to fully dedicate to the one true faith.\nThey are asking for help to make it in less than two years.;;;;;;;;;x
EVTOPTA1000190005;Take care of the resources they need.;Take care of the resources they need.;Take care of the resources they need.;;Take care of the resources they need.;;;;;;;;;x
EVTOPTB1000190005;Send men to speed up the work.;Send men to speed up the work.;Send men to speed up the work.;;Send men to speed up the work.;;;;;;;;;x
EVTOPTC1000190005;Tell the peasants I am grateful and the prophet blesses them.;Tell the peasants I am grateful and the prophet blesses them.;Tell the peasants I am grateful and the prophet blesses them.;;Tell the peasants I am grateful and the prophet blesses them.;;;;;;;;;x
EVTOPTD1000190005;Focus on spreading the faith.;Focus on spreading the faith.;Focus on spreading the faith.;;Focus on spreading the faith.;;;;;;;;;x
EVTDESC1000190007;The steward gives news that the holy structure is finished.;The steward gives news that the holy structure is finished.;The steward gives news that the holy structure is finished.;;The steward gives news that the holy structure is finished.;;;;;;;;;x
EVTOPTA1000190007;Good work!;Good work!;Good work!;;Good work!;;;;;;;;;x
EVTDESC1000190008;The province of [Root.GetName] has converted to our religion.;The province of [Root.GetName] has converted to our religion.;The province of [Root.GetName] has converted to our religion.;;The province of [Root.GetName] has converted to our religion.;;;;;;;;;x
EVTOPTA1000190008;Good work!;Good work!;Good work!;;Good work!;;;;;;;;;x
EVTDESC1000191001;A new star has appeared in the night sky. What would it mean?;A new star has appeared in the night sky. What would it mean?;A new star has appeared in the night sky. What would it mean?;;A new star has appeared in the night sky. What would it mean?;;;;;;;;;x
EVTOPTA1000191001;I must have been blessed!;I must have been blessed!;I must have been blessed!;;I must have been blessed!;;;;;;;;;x
EVTOPTB1000191001;Prepare the realm for catastrophe!;Prepare the realm for catastrophe!;Prepare the realm for catastrophe!;;Prepare the realm for catastrophe!;;;;;;;;;x
EVTOPTC1000191001;That is not possible according to [Root.Religion.GetScriptureName];That is not possible according to [Root.Religion.GetScriptureName];That is not possible according to [Root.Religion.GetScriptureName];;That is not possible according to [Root.Religion.GetScriptureName];;;;;;;;;x
EVTDESC1000191071;The construction of a Forest Garden commenced in [Root.GetName].;The construction of a Forest Garden commenced in [Root.GetName].;The construction of a Forest Garden commenced in [Root.GetName].;;The construction of a Forest Garden commenced in [Root.GetName].;;;;;;;;;x
FORESTGARDENCONSTR;A Forest Garden will start construction in [Root.GetName];A Forest Garden will start construction in [Root.GetName];A Forest Garden will start construction in [Root.GetName];;A Forest Garden will start construction in [Root.GetName];;;;;;;;;x
EVTOPTA1000191071;Ok;Ok;Ok;;Ok;;;;;;;;;x
EVTDESC1000191072;The court chaplain reports that the construction of a Forest garden has finished.;The court chaplain reports that the construction of a Forest garden has finished.;The court chaplain reports that the construction of a Forest garden has finished.;;The court chaplain reports that the construction of a Forest garden has finished.;;;;;;;;;x
EVTOPTA1000191072;Mother Nature will thank us for our efforts.;Mother Nature will thank us for our efforts.;Mother Nature will thank us for our efforts.;;Mother Nature will thank us for our efforts.;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC1000191800;One of your dependent provinces converted to your culture.;;;;;;;;;;;;;x
EVTDESC1000191801;The two nations living under your fair rule for some time coalesced, giving birth to a new culture.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
pantheist_forest_garden;Build a forest garden;Build a forest garden;Build a forest garden;;Build a forest garden;;;;;;;;;x
pantheist_forest_garden_desc;A forest garden provides spiritual guidance. However it also presents the opportunity to train skirmisher retinues.;A forest garden provides spiritual guidance. However it also presents the opportunity to train skirmisher retinues.;A forest garden provides spiritual guidance. However it also presents the opportunity to train skirmisher retinues.;;A forest garden provides spiritual guidance. However it also presents the opportunity to train skirmisher retinues.;;;;;;;;;x
