#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_gwent_adj_english;Monmouthian;Monmouthian;Monmouthian;;Monmouthian;;;;;;;;;x
c_gwent_adj_norman;Monmouthian;Monmouthian;Monmouthian;;Monmouthian;;;;;;;;;x
c_gwent_adj_saxon;Monmouthian;Monmouthian;Monmouthian;;Monmouthian;;;;;;;;;x
c_gwynedd_adj_english;Caernarvonian;Caernarvonian;Caernarvonian;;Caernarvonian;;;;;;;;;x
c_gwynedd_adj_norman;Caernarvonian;Caernarvonian;Caernarvonian;;Caernarvonian;;;;;;;;;x
c_gwynedd_adj_saxon;Caernarvonian;Caernarvonian;Caernarvonian;;Caernarvonian;;;;;;;;;x
c_hainaut_adj_dutch;Henegouwer;Henegouwer;Henegouwer;;Henegouwer;;;;;;;;;x
c_hainaut_adj_german;Hennegauer;Hennegauer;Hennegauer;;Hennegauer;;;;;;;;;x
c_hum_adj_greek;Arsan;Arsan;Arsan;;Arsan;;;;;;;;;x
c_ikonion_adj_turkish;Konyan;Konyan;Konyan;;Konyan;;;;;;;;;x
c_jacwiez_adj_german;Sudauer;Sudauer;Sudauer;;Sudauer;;;;;;;;;x
c_jacwiez_adj_lithuanian;Suduvan;Suduvan;Suduvan;;Suduvan;;;;;;;;;x
c_karvuna_adj_greek;Krounoian;Krounoian;Krounoian;;Krounoian;;;;;;;;;x
c_krakowskie_adj_german;Krakauer;Krakauer;Krakauer;;Krakauer;;;;;;;;;x
c_kyrikon_adj_greek;Kyrikonan;Kyrikonan;Kyrikonan;;Kyrikonan;;;;;;;;;x
c_litomerice_adj_german;Leitmeritzer;Leitmeritzer;Leitmeritzer;;Leitmeritzer;;;;;;;;;x
c_lorraine_adj_dutch;Lotharingian;Lotharingian;Lotharingian;;Lotharingian;;;;;;;;;x
c_lorraine_adj_german;Lotharingian;Lotharingian;Lotharingian;;Lotharingian;;;;;;;;;x
c_lothian_adj_gaelic;Lodainn;Lodainn;Lodainn;;Lodainn;;;;;;;;;x
c_maelienydd_adj_english;Radnoran;Radnoran;Radnoran;;Radnoran;;;;;;;;;x
c_maelienydd_adj_norman;Radnoran;Radnoran;Radnoran;;Radnoran;;;;;;;;;x
c_maelienydd_adj_saxon;Radnoran;Radnoran;Radnoran;;Radnoran;;;;;;;;;x
c_marienburg_adj_baltic;Malborkan;Malborkan;Malborkan;;Malborkan;;;;;;;;;x
c_marienburg_adj_east_slavic;Malborkan;Malborkan;Malborkan;;Malborkan;;;;;;;;;x
c_marienburg_adj_west_slavic;Malborkan;Malborkan;Malborkan;;Malborkan;;;;;;;;;x
c_meirionnydd_adj_english;Merionethan;Merionethan;Merionethan;;Merionethan;;;;;;;;;x
c_meirionydd_adj_english;Merionethan;Merionethan;Merionethan;;Merionethan;;;;;;;;;x
c_meirionydd_adj_norman;Merionethan;Merionethan;Merionethan;;Merionethan;;;;;;;;;x
c_meirionydd_adj_saxon;Merionethan;Merionethan;Merionethan;;Merionethan;;;;;;;;;x
c_moray_adj_gaelic;Moireibh;Moireibh;Moireibh;;Moireibh;;;;;;;;;x
c_naissus_south_slavic;Nishan;Nishan;Nishan;;Nishan;;;;;;;;;x
c_nantes_adj_breton;Naonedan;Naonedan;Naonedan;;Naonedan;;;;;;;;;x
c_nikaea_adj_turkish;Iznikan;Iznikan;Iznikan;;Iznikan;;;;;;;;;x
c_novgorod_adj_north_germanic;Holmgårder;Holmgårder;Holmgårder;;Holmgårder;;;;;;;;;x
c_ochrid_adj_greek;Lycnidan;Lycnidan;Lycnidan;;Lycnidan;;;;;;;;;x
c_ormond_adj_north_germanic;Vedrafjordian;Vedrafjordian;Vedrafjordian;;Vedrafjordian;;;;;;;;;x
c_pecs_adj_german;Fünfkircher;Fünfkircher;Fünfkircher;;Fünfkircher;;;;;;;;;x
c_penthievre_adj_breton;Malouan;Malouan;Malouan;;Malouan;;;;;;;;;x
c_perfeddwlad_adj_english;Denbighan;Denbighan;Denbighan;;Denbighan;;;;;;;;;x
c_perfeddwlad_adj_norman;Denbighan;Denbighan;Denbighan;;Denbighan;;;;;;;;;x
c_perfeddwlad_adj_saxon;Denbighan;Denbighan;Denbighan;;Denbighan;;;;;;;;;x
c_powys_adj_english;Powysian;Powysian;Powysian;;Powysian;;;;;;;;;x
c_powys_adj_norman;Powysian;Powysian;Powysian;;Powysian;;;;;;;;;x
c_powys_adj_saxon;Powysian;Powysian;Powysian;;Powysian;;;;;;;;;x
c_poznanskie_adj_german;Posener;Posener;Posener;;Posener;;;;;;;;;x
c_pressburg_adj_bohemian;Bratislavan;Bratislavan;Bratislavan;;Bratislavan;;;;;;;;;x
c_pskov_adj_german;Pleskauer;Pleskauer;Pleskauer;;Pleskauer;;;;;;;;;x
c_ragusa_adj_bulgarian;Dubrovnikan;Dubrovnikan;Dubrovnikan;;Dubrovnikan;;;;;;;;;x
c_ragusa_adj_croatian;Dubrovnikan;Dubrovnikan;Dubrovnikan;;Dubrovnikan;;;;;;;;;x
c_ragusa_adj_serbian;Dubrovnikan;Dubrovnikan;Dubrovnikan;;Dubrovnikan;;;;;;;;;x
c_rennes_adj_breton;Roazhonan;Roazhonan;Roazhonan;;Roazhonan;;;;;;;;;x
c_scalovia_adj_german;Schalauer;Schalauer;Schalauer;;Schalauer;;;;;;;;;x
c_senj_adj_greek;Attienitiesan;Attienitiesan;Attienitiesan;;Attienitiesan;;;;;;;;;x
c_serdica_adj_bulgarian;Sofian;Sofian;Sofian;;Sofian;;;;;;;;;x
c_serdica_adj_croatian;Sofian;Sofian;Sofian;;Sofian;;;;;;;;;x
c_serdica_adj_polish;Sofian;Sofian;Sofian;;Sofian;;;;;;;;;x
c_serdica_adj_russian;Sofian;Sofian;Sofian;;Sofian;;;;;;;;;x
c_serdica_adj_serbian;Sofian;Sofian;Sofian;;Sofian;;;;;;;;;x
c_sevilla_adj_greek;Hispalisan;Hispalisan;Hispalisan;;Hispalisan;;;;;;;;;x
c_sopron_adj_german;Ödenburger;Ödenburger;Ödenburger;;Ödenburger;;;;;;;;;x
c_sozopolis_adj_turkish;Ispartan;Ispartan;Ispartan;;Ispartan;;;;;;;;;x
c_stbrieg_adj_breton;Briegan;Briegan;Briegan;;Briegan;;;;;;;;;x
c_strathearn_adj_gaelic;Èireann;Èireann;Èireann;;Èireann;;;;;;;;;x
c_szekelyfold_adj_german;Szeklerlander;Szeklerlander;Szeklerlander;;Szeklerlander;;;;;;;;;x
c_szekezfehervar_adj_german;Stuhlweißenburger;Stuhlweißenburger;Stuhlweißenburger;;Stuhlweißenburger;;;;;;;;;x
c_teluch_adj_armenian;Tavpluran;Tavpluran;Tavpluran;;Tavpluran;;;;;;;;;x
c_teluch_adj_greek;Dolichean;Dolichean;Dolichean;;Dolichean;;;;;;;;;x
c_treger_adj_breton;Tregeran;Tregeran;Tregeran;;Tregeran;;;;;;;;;x
c_tyana_adj_turkish;Aksarayan;Aksarayan;Aksarayan;;Aksarayan;;;;;;;;;x
c_tyrnovo_adj_greek;Moesian;Moesian;Moesian;;Moesian;;;;;;;;;x
c_vas_adj_german;Eisenburger;Eisenburger;Eisenburger;;Eisenburger;;;;;;;;;x
c_vidin_adj_greek;Bononian;Bononian;Bononian;;Bononian;;;;;;;;;x
c_vodi_adj_german;Ingrian;Ingrian;Ingrian;;Ingrian;;;;;;;;;x
c_vodi_adj_north_germanic;Ingrian;Ingrian;Ingrian;;Ingrian;;;;;;;;;x
c_west_dvina_adj_finno_ugric;Dvinan;Dvinan;Dvinan;;Dvinan;;;;;;;;;x
c_west_dvina_adj_german;Dvinan;Dvinan;Dvinan;;Dvinan;;;;;;;;;x
c_west_dvina_adj_north_germanic;Dvinan;Dvinan;Dvinan;;Dvinan;;;;;;;;;x
c_west_dvina_adj_russian;Dvinan;Dvinan;Dvinan;;Dvinan;;;;;;;;;x
c_yatvyagi_adj_german;Alitter;Alitter;Alitter;;Alitter;;;;;;;;;x
c_yatvyagi_adj_west_slavic;Olitan;Olitan;Olitan;;Olitan;;;;;;;;;x
c_york_adj_north_germanic;Jorviker;Jorviker;Jorviker;;Jorviker;;;;;;;;;x
c_ystradtywi_adj_english;Carmarthenian;Carmarthenian;Carmarthenian;;Carmarthenian;;;;;;;;;x
c_ystradtywi_adj_norman;Carmarthenian;Carmarthenian;Carmarthenian;;Carmarthenian;;;;;;;;;x
c_ystradtywi_adj_saxon;Carmarthenian;Carmarthenian;Carmarthenian;;Carmarthenian;;;;;;;;;x
d_albany_adj_gaelic;Fiobhan;Fiobhan;Fiobhan;;Fiobhan;;;;;;;;;x
d_albany_adj_scottish;Fifish;Fifish;Fifish;;Fifish;;;;;;;;;x
d_azerbaijan_adj_armenian;Shirvanian;Shirvanian;Shirvanian;;Shirvanian;;;;;;;;;x
d_azerbaijan_adj_georgian;Shirvanian;Shirvanian;Shirvanian;;Shirvanian;;;;;;;;;x
d_cornwall_breton;Veurian;Veurian;Veurian;;Veurian;;;;;;;;;x
d_cornwall_cornish;Kernowan;Kernowan;Kernowan;;Kernowan;;;;;;;;;x
d_cornwall_welsh;Cernywan;Cernywan;Cernywan;;Cernywan;;;;;;;;;x
d_deheubarth_adj_english;South Welsh;South Welsh;South Welsh;;South Welsh;;;;;;;;;x
d_deheubarth_adj_norman;South Welsh;South Welsh;South Welsh;;South Welsh;;;;;;;;;x
d_deheubarth_adj_saxon;South Welsh;South Welsh;South Welsh;;South Welsh;;;;;;;;;x
d_derbent_adj_armenian;Aghvankian;Aghvankian;Aghvankian;;Aghvankian;;;;;;;;;x
d_derbent_adj_georgian;Alvanetian;Alvanetian;Alvanetian;;Alvanetian;;;;;;;;;x
d_galloway_adj_gaelic;Ghaidhealaibh;Ghaidhealaibh;Ghaidhealaibh;;Ghaidhealaibh;;;;;;;;;x
d_galloway_adj_welsh;Strathclyde;Strathclyde;Strathclyde;;Strathclyde;;;;;;;;;x
d_galloway_welsh;Strathclyde;Strathclyde;Strathclyde;;Strathclyde;;;;;;;;;x
d_gloucester_adj_saxon;Magonsætean;Magonsætean;Magonsætean;;Magonsætean;;;;;;;;;x
d_gloucester_adj_welsh;Ergyngan;Ergyngan;Ergyngan;;Ergyngan;;;;;;;;;x
d_krakow_adj_german;Krakauer;Krakauer;Krakauer;;Krakauer;;;;;;;;;x
d_lothian_adj_gaelic;Lodainn;Lodainn-;Lodainn;;Lodainn;;;;;;;;;x
d_lower_lorraine_adj_dutch;Lothieran;Lothieran;Lothieran;;Lothieran;;;;;;;;;x
d_meissen_adj_polish;Lusatian;Lusatian;Lusatian;;Lusatian;;;;;;;;;x
d_moray_adj_gaelic;Moireibh;Moireibh;Moireibh;;Moireibh;;;;;;;;;x
d_morgannwg_adj_english;Glamorgian;Glamorgian;Glamorgian;;Glamorgian;;;;;;;;;x
d_morgannwg_adj_norman;Glamorgian;Glamorgian;Glamorgian;;Glamorgian;;;;;;;;;x
d_morgannwg_adj_saxon;Glamorgian;Glamorgian;Glamorgian;;Glamorgian;;;;;;;;;x
d_norfolk_adj_saxon;East Anglian;East Anglian;East Anglian;;East Anglian;;;;;;;;;x
d_novgorod_adj_north_germanic;Holmgårder;Holmgårder;Holmgårder;;Holmgårder;;;;;;;;;x
d_oxford_adj_saxon;Hwiccan;Hwiccan;Hwiccan;;Hwiccan;;;;;;;;;x
d_powys_adj_english;Central Welsh;Central Welsh;Central Welsh;;Central Welsh;;;;;;;;;x
d_powys_adj_norman;Central Welsh;Central Welsh;Central Welsh;;Central Welsh;;;;;;;;;x
d_powys_adj_saxon;Central Welsh;Central Welsh;Central Welsh;;Central Welsh;;;;;;;;;x
d_somerset_adj_saxon;Wessexian;Wessexian;Wessexian;;Wessexian;;;;;;;;;x
d_teviotdale_adj_gaelic;Tìobhiot;Tìobhiot;Tìobhiot;;Tìobhiot;;;;;;;;;x
d_tlemcen_adj_castillan;Tremissean;Tremissean;Tremissean;;Tremissean;;;;;;;;;x
d_tlemcen_adj_catalan;Tremissean;Tremissean;Tremissean;;Tremissean;;;;;;;;;x
d_tlemcen_adj_greek;Pomarian;Pomarian;Pomarian;;Pomarian;;;;;;;;;x
d_tlemcen_adj_occitan;Tremissean;Tremissean;Tremissean;;Tremissean;;;;;;;;;x
d_tlemcen_adj_portuguese;Tremissean;Tremissean;Tremissean;;Tremissean;;;;;;;;;x
d_transylvania_adj_german;Siebenbürger;Siebenbürger;Siebenbürger;;Siebenbürger;;;;;;;;;x
d_transylvania_adj_hungarian;Erdélyan;Erdélyan;Erdélyan;;Erdélyan;;;;;;;;;x
d_upper_lorraine_adj_dutch;Lotharingian;Lotharingian;Lotharingian;;Lotharingian;;;;;;;;;x
d_upper_lorraine_adj_frankish;Lorrainian;Lorrainian;Lorrainian;;Lorrainian;;;;;;;;;x
d_upper_lorraine_adj_german;Lotharingian;Lotharingian;Lotharingian;;Lotharingian;;;;;;;;;x
d_vidin_adj_greek;Bononian;Bononian;Bononian;;Bononian;;;;;;;;;x
d_york_adj_north_germanic;Jorviker;Jorviker;Jorviker;;Jorviker;;;;;;;;;x
d_york_adj_saxon;Lindseyan;Lindseyan;Lindseyan;;Lindseyan;;;;;;;;;x
d_york_adj_welsh;Ebrawcan;Ebrawcan;Ebrawcan;;Ebrawcan;;;;;;;;;x
k_gondar_adj_ethiopian;Semienan;Semienan;Semienan;;Semienan;;;;;;;;;x
k_gondar_adj_falashim;Beta-Israeli;Beta-Israeli;Beta-Israeli;;Beta-Israeli;;;;;;;;;x
k_gondar_adj_nubian;Semienan;Semienan;Semienan;;Semienan;;;;;;;;;x
k_ireland_adj_irish;Éireann;Éireann;Éireann;;Éireann;;;;;;;;;x
k_scotland_adj_gaelic;Alban;Alban;Alban;;Alban;;;;;;;;;x
k_wales_adj_breton;Cymrian;Cymrian;Cymrian;;Cymrian;;;;;;;;;x
k_wales_adj_cornish;Cymrian;Cymrian;Cymrian;;Cymrian;;;;;;;;;x
k_wales_adj_welsh;Cymrian;Cymrian;Cymrian;;Cymrian;;;;;;;;;x
